"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Stewart, Alexander B","ANTH 10 - Climate Justice (B)","FA22","189","72","72.9%","85.5%","3.60","B+ (3.51)","B+ (3.45)"
"Goldstein, Paul S","ANTH 101 - Foundations/Social Complexity (A)","FA22","122","39","89.7%","92.3%","4.35","B+ (3.58)","B+ (3.68)"
"Jones, Ian William Nasser","ANTH 105 - Climate Change, Race,& Inequal (A)","FA22","39","15","93.3%","100.0%","5.03","B+ (3.64)","B (3.05)"
"Jones, Ian William Nasser","ANTH 108 - IndigPpls, Develop,& ClimChng (A)","FA22","26","9","88.9%","100.0%","3.61","B+ (3.67)","A- (3.75)"
"Kaiser, Bronwyn Nicole","ANTH 192 - Senior Seminar in Anthropology (A)","FA22","15","4","100.0%","100.0%","0.50","A (4.00)","N/A"
"Non, Amy L","ANTH 192 - Senior Seminar in Anthropology (A)","FA22","15","4","100.0%","100.0%","0.50","A (4.00)","N/A"
"Varma, Saiba","ANTH 196A - Honors Studies in Anthropology (A)","FA22","11","3","100.0%","100.0%","9.17","A (4.00)","N/A"
"Wilder, Linnea Lorene","ANTH 2 - Human Origins (A)","FA22","183","77","86.7%","89.2%","3.81","B+ (3.41)","B- (2.79)"
"Kang, Byung Chu","ANTH 21 - Race and Racisms (A)","FA22","319","123","99.2%","99.2%","3.44","A- (3.97)","A- (3.72)"
"Kennemore, Amy Michelle","ANTH 21 - Race and Racisms (B)","FA22","137","61","91.8%","100.0%","4.01","A- (3.85)","A (4.00)"
"Stewart, Alexander B","ANTH 23 - Debating Multiculturalism (A)","FA22","208","92","87.8%","96.7%","3.53","A- (3.78)","B (3.18)"
"Yeh, Rihan Wen Xin","ANTH 4 - Words/Worlds/Intro to AN/Lang (A)","FA22","65","34","78.1%","71.9%","3.25","B+ (3.59)","B (3.00)"
"Jordan, David K.","ANTH 87 - Freshman Seminar (A)","FA22","17","8","87.5%","87.5%","1.50","A (4.00)","N/A"
"Jordan, David K.","ANTH 87 - Freshman Seminar (B)","FA22","18","14","92.9%","100.0%","1.50","A (4.00)","N/A"
"Bialecki, Jon Anthony","ANSC 120 - Religion and Culture (A)","S222","19","6","100.0%","100.0%","7.17","A- (3.83)","N/A"
"Parish, Steven Martin","ANSC 166 - Film and Culture in Asia (A)","S222","71","16","100.0%","100.0%","4.23","A (4.00)","A (4.00)"
"Jassal, Aftab","ANSC 188 - Cultures of Healing (A)","S222","24","16","100.0%","100.0%","4.38","A- (3.94)","A- (3.71)"
"Wilder, Linnea Lorene","ANTH 102 - Humans Are Cultural Animals (A)","S222","23","4","100.0%","100.0%","4.00","B+ (3.67)","A- (3.81)"
"Varma, Saiba","ANTH 103 - Sociocultural Anthropology (A)","S222","22","8","100.0%","100.0%","4.79","A- (3.86)","B+ (3.70)"
"Bialecki, Jon Anthony","ANTH 111 - Religion&Ecology/Anthropocene (A)","S222","15","4","100.0%","100.0%","5.17","A (4.00)","N/A"
"Hrvoj Mihic, Branka","ANTH 2 - Human Origins (A)","S222","70","19","88.9%","94.4%","6.82","B+ (3.67)","C+ (2.65)"
"Stewart, Alexander B","ANTH 23 - Debating Multiculturalism (A)","S222","27","8","100.0%","100.0%","6.75","A- (3.71)","B+ (3.41)"
"Braswell, Geoffrey E.","ANAR 144 - Pharaohs,Mummies,Pyramds:Egypt (A)","S122","15","5","80.0%","100.0%","5.70","B (3.20)","N/A"
"Hall, James Ernest","ANBI 134 - Human Evolutionary Genetics (A)","S122","14","3","100.0%","100.0%","3.83","B+ (3.33)","N/A"
"Hrvoj Mihic, Branka","ANBI 140 - Evolution of Human Brain (A)","S122","15","4","100.0%","100.0%","6.50","B (3.25)","N/A"
"Berman, Michael David","ANSC 122 - Language in Society (A)","S122","30","8","100.0%","100.0%","3.64","A- (3.83)","B+ (3.37)"
"Lewis, Leslie R","ANSC 190GS - Medicine&Healing in South Asia (A)","S122","27","14","100.0%","100.0%","4.21","A (4.00)","A- (3.99)"
"Berman, Michael David","ANTH 1 - Introduction to Culture (A)","S122","36","16","100.0%","100.0%","4.10","A- (3.79)","A- (3.77)"
"Algaze, Guillermo","ANTH 101 - Foundations/Social Complexity (A)","S122","32","7","100.0%","100.0%","4.79","A- (3.71)","B+ (3.54)"
"Stewart, Alexander B","ANTH 105 - Climate Change, Race,& Inequal (A)","S122","26","6","83.3%","100.0%","5.17","B+ (3.40)","A- (3.82)"
"Kennemore, Amy Michelle","ANTH 23 - Debating Multiculturalism (A)","S122","26","5","100.0%","100.0%","4.90","B+ (3.60)","A (4.00)"
"Rivera-Collazo, Isabel C","ANTH 3 - Global Archaeology (A)","S122","27","4","100.0%","100.0%","2.00","A- (3.75)","B+ (3.62)"
"Smith, Neil Gordon","ANAR 104 - Intro GIS for Anth & Arch (A)","SP22","10","6","100.0%","100.0%","3.83","A (4.00)","N/A"
"Smith, Neil Gordon","ANAR 143 - Biblical Arch- Fact or Fiction (A)","SP22","36","7","85.7%","85.7%","4.50","B+ (3.57)","B+ (3.33)"
"D'Alpoim Guedes, Jade A","ANAR 146 - Feeding the World (A)","SP22","78","20","95.0%","100.0%","5.80","A- (3.84)","B+ (3.38)"
"Braswell, Geoffrey E.","ANAR 155 - Stdy Abrd: Ancient Mesoamerica (A)","SP22","23","16","100.0%","100.0%","2.63","A- (3.94)","A- (3.97)"
"Goldstein, Paul S","ANAR 156 - Archaeology of South America (A)","SP22","36","10","80.0%","100.0%","4.30","A- (3.70)","A- (3.81)"
"Hrvoj Mihic, Branka","ANBI 111 - Human Evolution (A)","SP22","19","7","85.7%","85.7%","5.36","B+ (3.43)","N/A"
"Fox, Patrick Keolu Ozer","ANBI 121 - Polynesian Navigation (A)","SP22","35","25","95.8%","100.0%","3.46","A- (3.92)","A- (3.87)"
"Wilder, Linnea Lorene","ANBI 140 - Evolution of Human Brain (A)","SP22","38","11","90.9%","90.9%","3.95","B+ (3.30)","C+ (2.41)"
"Wilder, Linnea Lorene","ANBI 144 - Human Anatomy (A)","SP22","40","17","94.1%","82.4%","4.25","B+ (3.53)","B- (2.85)"
"Sloane, Julia Kathryn","ANSC 101 - Aging: Culture&Health/Hum Dev (A)","SP22","35","12","100.0%","100.0%","2.14","A (4.00)","A- (3.75)"
"Yeh, Rihan Wen Xin","ANSC 104 - The US-Mexico Border (A)","SP22","35","14","92.9%","100.0%","6.21","B+ (3.54)","B (3.26)"
"Berman, Michael David","ANSC 118 - Language and Culture (A)","SP22","33","13","92.3%","100.0%","3.88","B+ (3.69)","B+ (3.68)"
"Stewart, Alexander B","ANSC 137 - Chinese Popular Religion (A)","SP22","27","14","92.9%","92.3%","5.07","B+ (3.64)","B+ (3.33)"
"Postero, Nancy Grey","ANSC 140 - Human Rights II: Contemp Issue (A)","SP22","38","3","100.0%","100.0%","5.17","B+ (3.50)","B (3.24)"
"Kurian, Amrita Achamma","ANSC 144 - Immigrant and Refugee Health (A)","SP22","41","20","100.0%","100.0%","3.60","B+ (3.60)","B (3.04)"
"Stewart, Alexander B","ANSC 147 - Global Health and Environment (A)","SP22","35","22","77.3%","81.8%","4.86","B+ (3.50)","B+ (3.69)"
"Walkover, Lillian B","ANSC 148 - Global Health&Cultrl Diversity (A)","SP22","29","20","90.0%","90.0%","4.40","B+ (3.45)","B- (2.79)"
"Pedersen, David","ANSC 193 - Capitalism and Nature (A)","SP22","19","7","100.0%","100.0%","3.83","B+ (3.67)","N/A"
"Stewart, Alexander B","ANTH 10 - Climate Justice (A)","SP22","65","33","87.9%","97.0%","2.56","A- (3.75)","B+ (3.68)"
"Hankins, Joseph D.","ANTH 103 - Sociocultural Anthropology (A)","SP22","115","40","87.2%","89.5%","4.76","B+ (3.66)","B+ (3.38)"
"Jones, Ian William Nasser","ANTH 107 - Dsgn:Disasters,Emerg,Weather (A)","SP22","27","11","100.0%","100.0%","5.30","A- (3.80)","A- (3.89)"
"Jones, Ian William Nasser","ANTH 112 - Regenerative Science/Ecology (A)","SP22","27","8","100.0%","100.0%","3.36","A (4.00)","B+ (3.41)"
"Lewis, Leslie R","ANTH 128B - CAS: Capstone Project (A)","SP22","14","6","100.0%","100.0%","6.83","B+ (3.67)","N/A"
"Marchetto, Maria Carolina","ANTH 2 - Human Origins (A)","SP22","124","43","90.2%","97.5%","3.94","A- (3.73)","B+ (3.42)"
"Kennemore, Amy Michelle","ANTH 21 - Race and Racisms (A)","SP22","140","55","88.7%","98.1%","4.17","A- (3.78)","B+ (3.64)"
"Kurian, Amrita Achamma","ANTH 23 - Debating Multiculturalism (A)","SP22","137","55","96.0%","96.0%","3.30","A- (3.80)","B+ (3.54)"
"Levy, Thomas E","ANTH 3 - Global Archaeology (A)","SP22","79","22","95.2%","95.2%","3.74","A- (3.86)","B+ (3.65)"
"Shtienberg, Gilad","ANAR 116 - Sea Level Change - Israel (A)","WI22","16","4","100.0%","100.0%","4.00","A (4.00)","N/A"
"Jones, Ian William Nasser","ANAR 120 - Documenting Climate Change (A)","WI22","12","3","100.0%","100.0%","8.50","A (4.00)","N/A"
"Braswell, Geoffrey E.","ANAR 135 - Ancient Mediterranean Civ (A)","WI22","22","15","100.0%","92.9%","6.35","A- (3.87)","A (4.00)"
"Rivera-Collazo, Isabel C","ANAR 164 - Underwater Archaeology (A)","WI22","40","18","100.0%","100.0%","3.44","A- (3.78)","B (3.26)"
"Hrvoj Mihic, Branka","ANBI 112 - Methods/Human CompNeuroscience (A)","WI22","8","5","80.0%","100.0%","3.70","A (4.00)","N/A"
"Gagneux, Pascal","ANBI 116 - Hmn Sexuality in Evolutn Pers (A)","WI22","108","41","100.0%","100.0%","2.61","A- (3.78)","A- (3.80)"
"Fox, Patrick Keolu Ozer","ANBI 118 - Technology on the Go (A)","WI22","18","4","75.0%","75.0%","2.00","A- (3.75)","N/A"
"Non, Amy L","ANBI 131 - Biology and Culture of Race (A)","WI22","82","41","95.1%","95.1%","4.99","B+ (3.62)","B (3.08)"
"Wilder, Linnea Lorene","ANBI 133 - Evolution/Ecology: Great Ape (A)","WI22","24","13","92.3%","100.0%","4.04","B+ (3.54)","B+ (3.65)"
"Hall, James Ernest","ANBI 134 - Human Evolutionary Genetics (A)","WI22","15","3","66.7%","33.3%","3.17","B+ (3.67)","N/A"
"Wilder, Linnea Lorene","ANBI 143 - The Human Skeleton (A)","WI22","25","10","100.0%","100.0%","3.90","B+ (3.50)","B (3.29)"
"Kang, Byung Chu","ANSC 101A - KoreanWaveMedia&CulturalChange (A)","WI22","156","58","98.3%","94.8%","3.36","A- (3.91)","A- (3.75)"
"Pedersen, David","ANSC 107 - Capitalism and Empire (A)","WI22","15","4","100.0%","100.0%","3.00","B- (2.75)","N/A"
"Fortier, Jana","ANSC 114 - Food Cultures of South Asia (A)","WI22","14","6","100.0%","100.0%","2.83","A (4.00)","N/A"
"Sloane, Julia Kathryn","ANSC 121 - Psychological Anthropology (A)","WI22","39","16","93.8%","93.3%","3.00","B+ (3.63)","A- (3.73)"
"Brenner, Suzanne A","ANSC 125 - Gender, Sexuality, & Society (A)","WI22","86","34","100.0%","100.0%","3.97","B+ (3.59)","B+ (3.67)"
"Petterson, John C.","ANSC 134 - Politics/Environmental Change (A)","WI22","16","5","100.0%","100.0%","3.30","A- (3.80)","N/A"
"Kennemore, Amy Michelle","ANSC 135 - Indigenous Peoples/Latin Amer. (A)","WI22","32","9","100.0%","100.0%","4.94","A- (3.78)","B+ (3.30)"
"Csordas, Thomas J.","ANSC 139 - Native American Health (A)","WI22","21","10","88.9%","88.9%","4.10","B+ (3.40)","B+ (3.62)"
"Hannah, Seth Donal","ANSC 148 - Global Health&Cultrl Diversity (A)","WI22","29","10","100.0%","90.0%","6.10","A- (3.90)","B+ (3.66)"
"Berman, Michael David","ANSC 162 - Language, Identity & Community (A)","WI22","42","22","100.0%","100.0%","3.50","A- (3.86)","B+ (3.49)"
"Stewart, Alexander B","ANSC 164 - Intro to Medical Anthropology (A)","WI22","24","16","93.8%","93.8%","5.88","B+ (3.64)","B (3.23)"
"Kurian, Amrita Achamma","ANSC 165 - Contemporary South Asia (A)","WI22","15","4","100.0%","100.0%","3.50","A (4.00)","N/A"
"Brenner, Suzanne A","ANSC 173 - Ethnography in Practice (A)","WI22","9","7","100.0%","100.0%","3.64","A- (3.71)","N/A"
"Hankins, Joseph D.","ANSC 186 - Gender and Incarceration (A)","WI22","21","5","100.0%","100.0%","4.50","A- (3.80)","B- (2.91)"
"Bialecki, Jon Anthony","ANTH 1 - Introduction to Culture (A)","WI22","123","61","93.2%","96.6%","3.14","B+ (3.41)","B+ (3.53)"
"Fox, Patrick Keolu Ozer","ANTH 102 - Humans Are Cultural Animals (A)","WI22","150","79","64.5%","52.0%","3.49","B+ (3.55)","A- (3.76)"
"Jones, Ian William Nasser","ANTH 105 - Climate Change, Race,& Inequal (A)","WI22","34","18","94.1%","94.1%","5.50","B (3.13)","B (3.18)"
"Jones, Ian William Nasser","ANTH 106 - Climate and Civilization (A)","WI22","20","7","100.0%","100.0%","5.50","B+ (3.33)","B+ (3.68)"
"Parish, Steven Martin","ANTH 110 - The Climate Change Seminar (A)","WI22","12","3","100.0%","100.0%","6.50","A (4.00)","N/A"
"Bialecki, Jon Anthony","ANTH 111 - Religion&Ecology/Anthropocene (A)","WI22","12","4","100.0%","100.0%","3.00","A- (3.75)","N/A"
"Lewis, Leslie R","ANTH 128A - CAS: Community Engaged Resrch (B)","WI22","14","5","100.0%","100.0%","4.10","A- (3.80)","N/A"
"Non, Amy L","ANTH 196B - Honors Studies in Anthropology (A)","WI22","5","3","100.0%","100.0%","5.83","B+ (3.67)","N/A"
"Borrero, Mario Ricardo","ANTH 21 - Race and Racisms (A)","WI22","72","50","95.9%","97.9%","3.74","A- (3.80)","B+ (3.47)"
"Berman, Michael David","ANTH 21 - Race and Racisms (B)","WI22","107","46","100.0%","100.0%","3.03","A- (3.84)","A- (3.80)"
"Kurian, Amrita Achamma","ANTH 21 - Race and Racisms (B)","WI22","107","46","100.0%","100.0%","3.03","A- (3.84)","A- (3.80)"
"Stewart, Alexander B","ANTH 23 - Debating Multiculturalism (A)","WI22","97","77","90.9%","96.1%","3.11","B+ (3.66)","B+ (3.56)"
"Non, Amy L","ANTH 87 - Freshman Seminar (A)","WI22","20","9","100.0%","100.0%","1.00","N/A","N/A"
"Smith, Neil Gordon","ANAR 104 - Intro GIS for Anth & Arch (A)","FA21","14","8","100.0%","100.0%","6.50","A- (3.71)","N/A"
"Smith, Neil Gordon","ANAR 121 - Cyber-Archaeology (A)","FA21","13","8","100.0%","100.0%","5.25","B+ (3.63)","N/A"
"Rivera-Collazo, Isabel C","ANAR 159 - Societies/CaribbeanArchipelago (A)","FA21","31","12","100.0%","100.0%","5.95","B+ (3.45)","B (3.25)"
"Jones, Ian William Nasser","ANAR 166 - Environmental Archaeology (A)","FA21","28","13","100.0%","100.0%","6.50","A- (3.77)","B (3.17)"
"Marchetto, Maria Carolina","ANBI 100 - Special Topic/Biological Anth (A)","FA21","28","7","100.0%","100.0%","3.83","A (4.00)","A- (3.97)"
"Semendeferi, Ekaterini","ANBI 136 - Human Comparative Neuroanatomy (A)","FA21","15","5","100.0%","100.0%","5.70","A- (3.80)","N/A"
"Gagneux, Pascal","ANBI 141 - The Evolution of Human Diet (A)","FA21","137","63","98.4%","98.4%","3.36","A- (3.90)","A- (3.82)"
"Hrvoj Mihic, Branka","ANBI 145 - Bioarchaeology (A)","FA21","20","10","100.0%","100.0%","4.10","A- (3.90)","B (3.22)"
"Hrvoj Mihic, Branka","ANBI 175 - Evidence for Early Ancestors (A)","FA21","22","6","100.0%","100.0%","4.50","A (4.00)","B- (2.90)"
"Yeh, Rihan Wen Xin","ANSC 122 - Language in Society (A)","FA21","41","28","82.1%","92.9%","3.29","B+ (3.37)","B (3.07)"
"Kurian, Amrita Achamma","ANSC 123 - Political Anthropology (A)","FA21","16","9","88.9%","88.9%","7.39","B+ (3.56)","N/A"
"Bialecki, Jon Anthony","ANSC 124 - Cultural Anthropology (A)","FA21","26","6","100.0%","80.0%","2.50","B+ (3.67)","A- (3.78)"
"Hallingstad Obrien, Dylan Jam","ANSC 131 - Language, Law, Social Justice (A)","FA21","28","25","87.0%","100.0%","4.33","A- (3.79)","B+ (3.69)"
"Varma, Saiba","ANSC 148 - Global Health&Cultrl Diversity (A)","FA21","44","32","100.0%","100.0%","4.25","A- (3.78)","B+ (3.68)"
"Olivas Hernandez, Olga Lid","ANSC 150 - Culture and Mental Health (A)","FA21","58","20","77.8%","83.3%","4.50","B (3.24)","B- (2.71)"
"Pedersen, David","ANSC 175 - Beyond Capitalism (A)","FA21","26","8","100.0%","85.7%","3.07","A- (3.71)","A- (3.84)"
"Stewart, Alexander B","ANTH 10 - Climate Justice (A)","FA21","31","14","92.9%","83.3%","3.93","A- (3.86)","B+ (3.67)"
"Goldstein, Paul S","ANTH 101 - Foundations/Social Complexity (A)","FA21","116","38","88.2%","85.3%","4.09","B+ (3.55)","B+ (3.61)"
"Jones, Ian William Nasser","ANTH 108 - IndigPpls, Develop,& ClimChng (A)","FA21","24","10","100.0%","100.0%","8.94","B+ (3.67)","B+ (3.65)"
"Fortier, Jana","ANTH 109 - ClimChng,CultHertage,&Vulnrabl (A)","FA21","23","7","100.0%","100.0%","4.21","A (4.00)","A- (3.73)"
"Non, Amy L","ANTH 196A - Honors Studies in Anthropology (A)","FA21","6","4","100.0%","100.0%","7.50","A- (3.75)","N/A"
"Wilder, Linnea Lorene","ANTH 2 - Human Origins (A)","FA21","206","88","90.6%","96.4%","4.71","B (3.21)","B- (2.78)"
"Kennemore, Amy Michelle","ANTH 21 - Race and Racisms (A)","FA21","123","50","83.0%","100.0%","4.89","B+ (3.49)","A- (3.78)"
"Kang, Byung Chu","ANTH 21 - Race and Racisms (B)","FA21","311","163","97.5%","99.4%","3.67","A- (3.93)","A- (3.83)"
"Stewart, Alexander B","ANTH 23 - Debating Multiculturalism (A)","FA21","204","129","88.1%","96.8%","4.38","B+ (3.66)","B+ (3.65)"
"Berman, Michael David","ANTH 23 - Debating Multiculturalism (B)","FA21","72","50","100.0%","100.0%","2.79","A- (3.98)","A- (3.87)"
"Yeh, Rihan Wen Xin","ANTH 4 - Words/Worlds/Intro to AN/Lang (A)","FA21","32","23","87.0%","91.3%","3.98","B+ (3.53)","B (3.15)"
"Jordan, David K.","ANTH 87 - Freshman Seminar (A)","FA21","16","12","91.7%","91.7%","1.00","A (4.00)","N/A"
"Jordan, David K.","ANTH 87 - Freshman Seminar (B)","FA21","16","9","100.0%","100.0%","2.94","A (4.00)","N/A"
"Varma, Saiba","ANTH 87 - Freshman Seminar (C)","FA21","14","8","100.0%","100.0%","0.75","N/A","N/A"
"Goldstein, Paul S","ANAR 117 - Archaeology Field&Lab, SoCal (A)","S221","14","7","100.0%","100.0%","1.93","A (4.00)","N/A"
"Olivas Hernandez, Olga Lid","ANSC 105 - Global Health and Inequality (A)","S221","11","4","100.0%","100.0%","4.50","A (4.00)","N/A"
"Postero, Nancy Grey","ANSC 106GS - GH: Indig Med in Latin America (A)","S221","10","5","100.0%","100.0%","6.10","A (4.00)","N/A"
"Postero, Nancy Grey","ANSC 135GS - Indigenous Peoples/Latin Amer. (A)","S221","10","5","100.0%","100.0%","5.70","A (4.00)","N/A"
"Wu, Hua","ANSC 164 - Intro to Medical Anthropology (A)","S221","8","4","100.0%","100.0%","6.50","A (4.00)","N/A"
"Parish, Steven Martin","ANSC 166 - Film and Culture in Asia (A)","S221","155","32","100.0%","96.8%","6.05","A- (3.94)","A- (3.97)"
"Jassal, Aftab","ANSC 188 - Cultures of Healing (A)","S221","21","12","100.0%","100.0%","5.41","A- (3.75)","A- (3.79)"
"Algaze, Guillermo","ANTH 101 - Foundations/Social Complexity (B)","S221","18","3","100.0%","100.0%","5.17","B+ (3.67)","N/A"
"Hrvoj Mihic, Branka","ANTH 102 - Humans Are Cultural Animals (A)","S221","25","3","100.0%","66.7%","2.50","A (4.00)","B (3.21)"
"Stewart, Alexander B","ANTH 105 - Climate Change, Race,& Inequal (A)","S221","24","8","87.5%","87.5%","5.50","A (4.00)","B+ (3.38)"
"Nippoldt, Lauren Jean","ANTH 21 - Race and Racisms (B)","S221","20","8","100.0%","100.0%","5.75","A- (3.88)","A- (3.71)"
"Villavicencio Miranda, Marianinna","ANTH 23 - Debating Multiculturalism (B)","S221","19","5","100.0%","100.0%","4.50","B (3.20)","N/A"
"Sloane, Julia Kathryn","ANSC 121 - Psychological Anthropology (A)","S121","26","4","75.0%","100.0%","4.00","A- (3.75)","B+ (3.68)"
"Berman, Michael David","ANSC 122 - Language in Society (A)","S121","20","11","100.0%","100.0%","3.05","B+ (3.50)","B (3.12)"
"Csordas, Thomas J.","ANSC 129 - Meaning and Healing (A)","S121","4","3","100.0%","100.0%","11.17","A (4.00)","N/A"
"Jenkins, Janis A.","ANSC 156 - Mad Films (A)","S121","21","6","83.3%","66.7%","4.83","B+ (3.33)","B+ (3.56)"
"Jassal, Aftab","ANTH 1 - Introduction to Culture (A)","S121","16","8","100.0%","100.0%","4.25","A (4.00)","N/A"
"Hallingstad Obrien, Dylan Jam","ANTH 103 - Sociocultural Anthropology (A)","S121","20","16","100.0%","100.0%","4.63","A- (3.71)","B+ (3.34)"
"Wilder, Linnea Lorene","ANTH 2 - Human Origins (B)","S121","19","5","100.0%","100.0%","4.00","B+ (3.67)","N/A"
"Arani, Alexia Alisabeth","ANTH 21 - Race and Racisms (B)","S121","29","9","100.0%","100.0%","6.72","A- (3.78)","B+ (3.62)"
"Stewart, Alexander B","ANTH 23 - Debating Multiculturalism (B)","S121","19","5","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Howland, Matthew David","ANAR 104 - Intro GIS for Anth & Arch (A)","SP21","14","5","100.0%","100.0%","3.70","A- (3.80)","N/A"
"Algaze, Guillermo","ANAR 138 - The Emergence of Civilization (A)","SP21","11","6","80.0%","80.0%","2.90","B (3.20)","N/A"
"Braswell, Geoffrey E.","ANAR 160 - Ancient Maya: Arch Prob/Persp (A)","SP21","5","4","100.0%","100.0%","7.00","A (4.00)","N/A"
"Hrvoj Mihic, Branka","ANBI 111 - Human Evolution (A)","SP21","25","11","100.0%","100.0%","4.32","B+ (3.55)","C (2.23)"
"Wilder, Linnea Lorene","ANBI 143 - The Human Skeleton (A)","SP21","33","13","100.0%","92.3%","3.73","A- (3.85)","A- (3.78)"
"Deniz, Dilsa","ANSC 100 - Spec Top/Socio-Cultural Anthro (A)","SP21","8","3","100.0%","100.0%","5.17","B+ (3.67)","N/A"
"Yeh, Rihan Wen Xin","ANSC 104 - The US-Mexico Border (A)","SP21","24","10","100.0%","100.0%","4.30","A- (3.78)","B (3.02)"
"Hicks, Rachel Dorlene Emerine","ANSC 118 - Language and Culture (A)","SP21","29","15","100.0%","100.0%","6.21","B+ (3.60)","B+ (3.56)"
"Stewart, Alexander B","ANSC 137 - Chinese Popular Religion (A)","SP21","30","21","90.5%","95.2%","4.31","B+ (3.56)","B (3.29)"
"Postero, Nancy Grey","ANSC 140 - Human Rights II: Contemp Issue (A)","SP21","26","12","100.0%","100.0%","3.77","A- (3.73)","B+ (3.32)"
"Berman, Michael David","ANSC 141 - Language, Politics & Identity (A)","SP21","25","13","100.0%","100.0%","2.65","A- (3.92)","A- (3.78)"
"Kennemore, Amy Michelle","ANSC 142 - Anthropology of Latin America (A)","SP21","29","17","100.0%","100.0%","4.97","A- (3.87)","A (4.00)"
"Stewart, Alexander B","ANSC 147 - Global Health and Environment (A)","SP21","43","36","100.0%","100.0%","5.13","A- (3.73)","A- (3.77)"
"Hannah, Seth Donal","ANSC 148 - Global Health&Cultrl Diversity (A)","SP21","48","25","96.0%","100.0%","4.18","A- (3.96)","A- (3.90)"
"Olivas Hernandez, Olga Lid","ANSC 150 - Culture and Mental Health (A)","SP21","43","13","84.6%","91.7%","4.50","A- (3.82)","A- (3.96)"
"Fortier, Jana","ANSC 165 - Contemporary South Asia (A)","SP21","17","10","90.0%","77.8%","4.90","B (3.11)","N/A"
"Parish, Steven Martin","ANSC 183 - Visualizing the Human (A)","SP21","19","4","100.0%","100.0%","3.50","A (4.00)","N/A"
"Garth, Hanna Fitzmaurice","ANSC 185 - #BlackLivesMatter (A)","SP21","12","8","100.0%","100.0%","3.00","A- (3.83)","N/A"
"Jassal, Aftab","ANSC 190 - Yoga Practices (A)","SP21","24","19","100.0%","100.0%","4.50","A- (3.75)","B+ (3.66)"
"Pedersen, David","ANSC 192 - Capitalism and Imperialism (A)","SP21","14","6","100.0%","100.0%","3.83","B+ (3.67)","N/A"
"Brenner, Suzanne A","ANTH 103 - Sociocultural Anthropology (A)","SP21","100","36","91.7%","100.0%","5.28","A- (3.91)","B+ (3.59)"
