"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Vazquez Mena, Oscar","NANO 4 - Experience NanoEngineering (C)","WI19","20","19","100.0%","100.0%","0.50","A (4.00)","N/A"
"Xu, Sheng","NANO 4 - Experience NanoEngineering (D)","WI19","28","12","100.0%","100.0%","0.50","A (4.00)","N/A"
"Chen, Zheng","CENG 100 - Material and Energy Balances (A)","FA18","100","57","90.7%","72.2%","6.06","B (3.22)","B- (2.90)"
"Powell, Alyssa","CENG 100 - Material and Energy Balances (B)","FA18","47","27","96.2%","100.0%","4.88","B+ (3.58)","B- (2.96)"
"Miller, David R.","CENG 101A - Introductory Fluid Mechanics (A)","FA18","173","89","76.2%","59.0%","11.80","B (3.06)","B- (3.00)"
"Russ, Benjamin Edward","CENG 120 - Chemical Process Dynmics&Cntrl (B)","FA18","98","86","83.7%","55.8%","8.10","B (3.28)","B (3.21)"
"Powell, Alyssa","CENG 122 - Separation Processes (A)","FA18","51","42","100.0%","100.0%","6.70","A- (3.71)","B+ (3.44)"
"Zhang, Liangfang","CENG 122 - Separation Processes (B)","FA18","46","34","84.4%","65.6%","6.95","B (3.29)","B (3.21)"
"Lubarda, Vlado","CENG 15 - Engin. Comp Using MATLAB (A)","FA18","62","30","86.7%","80.0%","4.37","B+ (3.53)","B+ (3.32)"
"Lubarda, Vlado","CENG 15 - Engin. Comp Using MATLAB (B)","FA18","58","27","84.6%","73.1%","5.09","B+ (3.59)","B+ (3.32)"
"Drews, Aaron","CENG 15 - Engin. Comp Using MATLAB (C)","FA18","24","12","81.8%","100.0%","9.77","B- (2.92)","B- (2.92)"
"Drews, Aaron","CENG 4 - Experience Chemical Eng (A)","FA18","176","90","98.8%","100.0%","1.07","A- (3.91)","N/A"
"Chen, Yi","NANO 102 - Foundatn NanoEng: Chem Princpl (A)","FA18","60","52","78.8%","73.1%","6.58","B (3.25)","B+ (3.31)"
"Horvath, Stephen","NANO 108 - Materials Science & Engineerng (A)","FA18","73","44","92.7%","87.8%","7.02","B (3.02)","C+ (2.63)"
"Pascal, Tod A","NANO 110 - Modeling of Nanoscale Systems (A)","FA18","61","30","64.3%","75.0%","7.21","B (3.29)","C+ (2.65)"
"Lubarda, Vlado","NANO 15 - Engin. Comp Using MATLAB (A)","FA18","47","19","82.4%","75.0%","4.97","A- (3.71)","B+ (3.35)"
"Lubarda, Vlado","NANO 15 - Engin. Comp Using MATLAB (B)","FA18","44","24","86.4%","81.8%","4.77","B+ (3.48)","B+ (3.35)"
"Drews, Aaron","NANO 15 - Engin. Comp Using MATLAB (C)","FA18","19","9","100.0%","100.0%","10.06","B+ (3.33)","N/A"
"Xu, Sheng","NANO 156 - Nanomaterials (A)","FA18","103","78","90.8%","93.4%","4.34","B+ (3.54)","B+ (3.69)"
"Drews, Aaron","CENG 100 - Material and Energy Balances (A)","S218","23","19","100.0%","100.0%","5.45","B+ (3.47)","B+ (3.50)"
"Opatkiewicz, Justin Paul","CENG 114 - Prob and Stat Methods for Eng (A)","S218","24","21","90.5%","100.0%","8.60","B+ (3.57)","B+ (3.51)"
"Herz, Richard K","CENG 15 - Engin. Comp Using MATLAB (A)","S218","19","13","100.0%","100.0%","6.96","A- (3.85)","N/A"
"Herz, Richard K","NANO 15 - Engin. Comp Using MATLAB (A)","S218","6","3","100.0%","100.0%","4.50","B+ (3.67)","N/A"
"Opatkiewicz, Justin Paul","CENG 101C - Mass Transfer (A)","SP18","101","97","89.6%","92.6%","8.33","B (3.24)","B (3.17)"
"Drews, Aaron","CENG 113 - Chemical Reaction Engineering (A)","SP18","85","49","91.5%","100.0%","9.05","B (3.23)","B (3.07)"
"Safari, Iman","CENG 113 - Chemical Reaction Engineering (C)","SP18","42","40","95.0%","90.0%","8.65","B+ (3.30)","B+ (3.69)"
"Russ, Benjamin Edward","CENG 124B - Chem Plant & Process Design II (A)","SP18","102","82","61.7%","95.1%","4.82","A- (3.72)","A- (3.73)"
"Talbot, Jan B","CENG 124B - Chem Plant & Process Design II (A)","SP18","102","83","62.2%","62.2%","4.81","A- (3.72)","A- (3.73)"
"Lipomi, Darren John","CENG 134 - Polymeric Materials (A)","SP18","35","17","82.4%","100.0%","5.09","B+ (3.31)","B- (2.80)"
"Opatkiewicz, Justin Paul","CENG 157 - Process Tech in Semiconductor (A)","SP18","58","42","97.6%","100.0%","5.83","B+ (3.37)","B (3.29)"
"Drews, Aaron","CENG 176B - Chem Engineerng Process Lab II (A)","SP18","55","29","96.6%","96.6%","7.40","A- (3.75)","B+ (3.58)"
"Chen, Zheng","CENG 176B - Chem Engineerng Process Lab II (B)","SP18","49","25","100.0%","95.8%","8.26","A- (3.84)","A- (3.76)"
"Chen, Yi","NANO 103 - Foundatn NanoEng/Biochem Princ (A)","SP18","63","26","56.0%","68.0%","3.86","B+ (3.44)","B+ (3.48)"
