"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Simpson, Junko Tokuda","JAPN 130C - Third Year Japanese III (A)","SP22","11","7","100.0%","100.0%","5.64","A (4.00)","N/A"
"Inada, Minori","JAPN 130C - Third Year Japanese III (B)","SP22","21","7","100.0%","100.0%","4.79","A (4.00)","A- (3.84)"
"Takeda, Izumi","JAPN 135C - Japanese/Prof Purposes III (A)","SP22","27","16","93.8%","100.0%","5.63","A- (3.88)","A- (3.83)"
"Sato, Kyoko","JAPN 140C - Fourth Year Japanese III (A)","SP22","16","10","100.0%","100.0%","6.30","A- (3.78)","N/A"
"Berman, Michael David","JAPN 190 - Sel Topcs/Contmp Japn Studies (A)","SP22","19","10","100.0%","100.0%","4.90","A- (3.70)","N/A"
"Inada, Minori","JAPN 20C - Second Year Japanese III (A)","SP22","16","5","100.0%","100.0%","4.10","A (4.00)","N/A"
"Inada, Minori","JAPN 20C - Second Year Japanese III (B)","SP22","23","9","100.0%","100.0%","5.50","A- (3.71)","B+ (3.61)"
"Iwamoto, Naoki","JAPN 20C - Second Year Japanese III (C)","SP22","22","5","100.0%","100.0%","4.50","A- (3.75)","B+ (3.59)"
"Maruyama, Rie","JAPN 20C - Second Year Japanese III (D)","SP22","16","7","100.0%","100.0%","4.50","A (4.00)","N/A"
"Ross, Kayoko F","JAPN 20C - Second Year Japanese III (E)","SP22","16","9","100.0%","100.0%","8.06","A- (3.88)","N/A"
"Sato, Kyoko","JAPN 10B - First Year Japanese II (A)","WI22","16","5","100.0%","100.0%","4.90","A (4.00)","N/A"
"Sato, Kyoko","JAPN 10B - First Year Japanese II (B)","WI22","16","7","100.0%","100.0%","5.64","A- (3.71)","N/A"
"Maruyama, Rie","JAPN 10B - First Year Japanese II (C)","WI22","29","18","100.0%","100.0%","6.28","B+ (3.69)","B (3.08)"
"Maruyama, Rie","JAPN 10B - First Year Japanese II (D)","WI22","11","4","100.0%","100.0%","4.00","A- (3.75)","N/A"
"Iwamoto, Naoki","JAPN 10B - First Year Japanese II (E)","WI22","34","23","100.0%","100.0%","6.59","B+ (3.57)","B+ (3.43)"
"Kamioka, Sachiko","JAPN 10B - First Year Japanese II (F)","WI22","32","19","100.0%","100.0%","6.72","B+ (3.69)","B+ (3.45)"
"Iwamoto, Naoki","JAPN 10B - First Year Japanese II (H)","WI22","36","13","100.0%","100.0%","6.67","B (3.00)","B+ (3.34)"
"Kamioka, Sachiko","JAPN 10B - First Year Japanese II (I)","WI22","31","14","100.0%","100.0%","7.12","B (3.27)","B+ (3.39)"
"Ross, Kayoko F","JAPN 10B - First Year Japanese II (J)","WI22","22","16","100.0%","100.0%","5.38","A- (3.81)","B+ (3.34)"
"Tipton, Yuko","JAPN 10B - First Year Japanese II (K)","WI22","35","19","100.0%","100.0%","7.21","B+ (3.59)","B+ (3.39)"
"McKee, Mayumi Mochizuki","JAPN 10B - First Year Japanese II (L)","WI22","34","16","100.0%","100.0%","5.13","A- (3.71)","B (3.27)"
"McKee, Mayumi Mochizuki","JAPN 10B - First Year Japanese II (N)","WI22","19","9","100.0%","100.0%","4.25","A- (3.71)","N/A"
"Tipton, Yuko","JAPN 10B - First Year Japanese II (O)","WI22","24","13","100.0%","100.0%","6.96","A- (3.82)","B+ (3.45)"
"Simpson, Junko Tokuda","JAPN 130B - Third Year Japanese II (A)","WI22","20","11","100.0%","90.9%","5.77","B+ (3.64)","B+ (3.60)"
"Inada, Minori","JAPN 130B - Third Year Japanese II (B)","WI22","17","6","83.3%","100.0%","3.83","A (4.00)","N/A"
"Takeda, Izumi","JAPN 135B - Japanese/Prof Purposes II (A)","WI22","28","15","93.3%","100.0%","4.37","A- (3.93)","A- (3.86)"
"Sato, Kyoko","JAPN 140B - Fourth Year Japanese II (A)","WI22","15","12","90.9%","100.0%","7.17","B+ (3.64)","N/A"
"McKee, Mayumi Mochizuki","JAPN 150B - Advanced Japanese II (A)","WI22","7","4","100.0%","100.0%","5.00","A- (3.75)","N/A"
"Takeda, Izumi","JAPN 20B - Second Year Japanese II (A)","WI22","22","12","100.0%","100.0%","4.50","B+ (3.50)","B+ (3.57)"
"Simpson, Junko Tokuda","JAPN 20B - Second Year Japanese II (B)","WI22","9","4","100.0%","100.0%","4.00","A- (3.75)","N/A"
"Ross, Kayoko F","JAPN 20B - Second Year Japanese II (C)","WI22","22","10","100.0%","100.0%","7.50","A- (3.86)","B+ (3.43)"
"Inada, Minori","JAPN 20B - Second Year Japanese II (D)","WI22","24","15","100.0%","100.0%","4.63","B+ (3.67)","B+ (3.69)"
"Kamioka, Sachiko","JAPN 20B - Second Year Japanese II (E)","WI22","23","11","100.0%","100.0%","6.10","A- (3.75)","A- (3.80)"
"Iwamoto, Naoki","JAPN 20B - Second Year Japanese II (F)","WI22","16","6","100.0%","100.0%","8.83","B+ (3.67)","N/A"
"Ross, Kayoko F","JAPN 10A - First Year Japanese I (A)","FA21","30","17","93.8%","93.8%","6.50","B+ (3.56)","B+ (3.49)"
"Sato, Kyoko","JAPN 10A - First Year Japanese I (B)","FA21","33","16","100.0%","100.0%","5.63","A- (3.85)","A- (3.70)"
"Ross, Kayoko F","JAPN 10A - First Year Japanese I (C)","FA21","29","11","100.0%","100.0%","7.59","B+ (3.36)","B (3.12)"
"Iwamoto, Naoki","JAPN 10A - First Year Japanese I (D)","FA21","31","18","94.1%","100.0%","6.85","A- (3.76)","B (3.21)"
"Sato, Kyoko","JAPN 10A - First Year Japanese I (E)","FA21","33","13","92.3%","100.0%","6.04","A- (3.70)","B+ (3.44)"
"Maruyama, Rie","JAPN 10A - First Year Japanese I (F)","FA21","30","16","87.5%","100.0%","6.88","B+ (3.60)","B+ (3.52)"
"Iwamoto, Naoki","JAPN 10A - First Year Japanese I (G)","FA21","27","19","100.0%","100.0%","6.50","A- (3.71)","B+ (3.49)"
"McKee, Mayumi Mochizuki","JAPN 10A - First Year Japanese I (H)","FA21","31","15","100.0%","100.0%","5.03","B+ (3.58)","B (3.15)"
"Kipnis, Yuko","JAPN 10A - First Year Japanese I (I)","FA21","31","15","92.9%","92.9%","6.50","A- (3.77)","B+ (3.49)"
"Maruyama, Rie","JAPN 10A - First Year Japanese I (J)","FA21","28","9","88.9%","88.9%","6.94","B+ (3.57)","B+ (3.47)"
"Iwamoto, Naoki","JAPN 10A - First Year Japanese I (K)","FA21","33","21","95.2%","100.0%","5.55","A- (3.75)","B+ (3.69)"
"Kipnis, Yuko","JAPN 10A - First Year Japanese I (L)","FA21","31","15","86.7%","93.3%","7.21","B (3.14)","B- (2.83)"
"McKee, Mayumi Mochizuki","JAPN 10A - First Year Japanese I (M)","FA21","30","14","92.3%","92.3%","7.88","A- (3.85)","B+ (3.56)"
"Tipton, Yuko","JAPN 10A - First Year Japanese I (N)","FA21","31","16","93.3%","93.3%","6.13","B+ (3.40)","B (3.27)"
"Kamioka, Sachiko","JAPN 10A - First Year Japanese I (O)","FA21","33","21","100.0%","100.0%","5.10","A- (3.88)","A- (3.89)"
"McKee, Mayumi Mochizuki","JAPN 10A - First Year Japanese I (P)","FA21","29","17","100.0%","100.0%","6.13","B+ (3.43)","B+ (3.49)"
"Tipton, Yuko","JAPN 10A - First Year Japanese I (Q)","FA21","32","19","100.0%","94.7%","5.55","A- (3.79)","B+ (3.67)"
"Inada, Minori","JAPN 130A - Third Year Japanese I (A)","FA21","21","11","90.9%","100.0%","5.41","A- (3.91)","A- (3.88)"
"Inada, Minori","JAPN 130A - Third Year Japanese I (B)","FA21","21","13","100.0%","100.0%","6.50","A- (3.75)","B+ (3.64)"
"Simpson, Junko Tokuda","JAPN 130A - Third Year Japanese I (C)","FA21","15","5","60.0%","80.0%","7.30","B+ (3.40)","N/A"
"Takeda, Izumi","JAPN 135A - Japanese/Professional Purposes (A)","FA21","29","19","100.0%","94.7%","4.39","A- (3.89)","A- (3.80)"
"Sato, Kyoko","JAPN 140A - Fourth Year Japanese I (A)","FA21","22","13","83.3%","100.0%","6.17","B+ (3.64)","B (3.26)"
"Turner, Christena L.","JAPN 190 - Sel Topcs/Contmp Japn Studies (A)","FA21","20","5","100.0%","100.0%","6.10","B+ (3.67)","A- (3.80)"
"Inada, Minori","JAPN 20A - Second Year Japanese I (A)","FA21","32","19","94.4%","100.0%","5.50","B+ (3.57)","B (3.22)"
"Kamioka, Sachiko","JAPN 20A - Second Year Japanese I (B)","FA21","29","16","93.3%","86.7%","6.07","B+ (3.54)","B+ (3.54)"
"Simpson, Junko Tokuda","JAPN 20A - Second Year Japanese I (C)","FA21","29","11","100.0%","100.0%","5.05","A- (3.86)","A- (3.81)"
"Takeda, Izumi","JAPN 20A - Second Year Japanese I (D)","FA21","31","14","100.0%","100.0%","6.19","B+ (3.69)","B+ (3.50)"
"Ross, Kayoko F","JAPN 20A - Second Year Japanese I (E)","FA21","28","12","91.7%","100.0%","6.17","B+ (3.50)","B+ (3.64)"
"Maruyama, Rie","JAPN 20A - Second Year Japanese I (F)","FA21","27","12","90.9%","100.0%","5.59","A- (3.90)","A- (3.80)"
"Takeda, Izumi","JAPN 20A - Second Year Japanese I (G)","FA21","29","14","100.0%","100.0%","5.50","B+ (3.62)","B+ (3.57)"
"Kamioka, Sachiko","JAPN 20A - Second Year Japanese I (H)","FA21","15","4","100.0%","100.0%","5.00","A- (3.75)","N/A"
"Ross, Kayoko F","JAPN 20A - Second Year Japanese I (A)","S121","13","4","100.0%","100.0%","7.50","B+ (3.67)","N/A"
"Maruyama, Rie","JAPN 10C - First Year Japanese III (A)","SP21","30","7","100.0%","100.0%","3.36","A- (3.75)","A- (3.80)"
"Tipton, Yuko","JAPN 10C - First Year Japanese III (B)","SP21","22","9","100.0%","100.0%","4.75","A- (3.71)","A- (3.77)"
"Maruyama, Rie","JAPN 10C - First Year Japanese III (C)","SP21","29","14","100.0%","100.0%","5.64","A- (3.83)","B+ (3.67)"
"Takeda, Izumi","JAPN 10C - First Year Japanese III (D)","SP21","29","15","100.0%","100.0%","6.10","B+ (3.50)","B+ (3.52)"
"Ross, Kayoko F","JAPN 10C - First Year Japanese III (E)","SP21","24","9","100.0%","100.0%","3.25","B+ (3.60)","B+ (3.58)"
"Tipton, Yuko","JAPN 10C - First Year Japanese III (F)","SP21","30","14","100.0%","100.0%","5.21","A- (3.85)","B+ (3.58)"
"Iwamoto, Naoki","JAPN 10C - First Year Japanese III (G)","SP21","25","15","100.0%","100.0%","4.90","A- (3.71)","A- (3.83)"
"Maruyama, Rie","JAPN 10C - First Year Japanese III (H)","SP21","26","12","100.0%","100.0%","5.59","A- (3.73)","B+ (3.65)"
"Ross, Kayoko F","JAPN 10C - First Year Japanese III (I)","SP21","20","10","90.0%","90.0%","5.30","A- (3.78)","B+ (3.69)"
"Inada, Minori","JAPN 10C - First Year Japanese III (J)","SP21","26","12","100.0%","100.0%","4.83","A- (3.75)","B+ (3.65)"
"Iwamoto, Naoki","JAPN 10C - First Year Japanese III (K)","SP21","25","12","100.0%","100.0%","4.33","A- (3.91)","A- (3.89)"
"Kamioka, Sachiko","JAPN 10C - First Year Japanese III (L)","SP21","30","19","100.0%","100.0%","6.61","A- (3.71)","A- (3.72)"
"Simpson, Junko Tokuda","JAPN 10C - First Year Japanese III (M)","SP21","30","14","100.0%","100.0%","5.79","A (4.00)","A- (3.91)"
"Kamioka, Sachiko","JAPN 10C - First Year Japanese III (N)","SP21","31","17","100.0%","94.1%","5.44","A- (3.85)","A- (3.90)"
"Inada, Minori","JAPN 130C - Third Year Japanese III (A)","SP21","25","12","100.0%","100.0%","4.67","A- (3.83)","B+ (3.65)"
"Simpson, Junko Tokuda","JAPN 130C - Third Year Japanese III (B)","SP21","13","6","100.0%","83.3%","7.17","B+ (3.40)","N/A"
"Takeda, Izumi","JAPN 135C - Japanese/Prof Purposes III (A)","SP21","12","4","100.0%","100.0%","2.50","A (4.00)","N/A"
"McKee, Mayumi Mochizuki","JAPN 150A - Advanced Japanese I (A)","SP21","8","4","100.0%","100.0%","4.50","A (4.00)","N/A"
"Matsumura, Wendy Y","JAPN 190 - Sel Topcs/Contmp Japn Studies (A)","SP21","19","9","88.9%","88.9%","4.50","A- (3.86)","N/A"
"Ross, Kayoko F","JAPN 20C - Second Year Japanese III (A)","SP21","26","13","100.0%","100.0%","7.77","A- (3.91)","A- (3.72)"
"Sato, Kyoko","JAPN 20C - Second Year Japanese III (B)","SP21","22","10","100.0%","100.0%","2.90","A (4.00)","A- (3.94)"
"McKee, Mayumi Mochizuki","JAPN 20C - Second Year Japanese III (C)","SP21","27","18","94.4%","100.0%","5.06","A- (3.94)","A- (3.72)"
"Iwamoto, Naoki","JAPN 20C - Second Year Japanese III (D)","SP21","27","10","100.0%","100.0%","4.50","A- (3.80)","B+ (3.70)"
"Kamioka, Sachiko","JAPN 10B - First Year Japanese II (A)","WI21","29","11","100.0%","100.0%","6.50","A (4.00)","B+ (3.63)"
"Kamioka, Sachiko","JAPN 10B - First Year Japanese II (B)","WI21","28","17","100.0%","100.0%","6.63","B+ (3.67)","B+ (3.51)"
"Ross, Kayoko F","JAPN 10B - First Year Japanese II (C)","WI21","11","6","100.0%","100.0%","4.50","A (4.00)","N/A"
"Takeda, Izumi","JAPN 10B - First Year Japanese II (D)","WI21","30","14","92.9%","100.0%","6.36","B+ (3.64)","B+ (3.32)"
"Tipton, Yuko","JAPN 10B - First Year Japanese II (E)","WI21","19","10","100.0%","100.0%","6.70","B+ (3.44)","N/A"
"Inada, Minori","JAPN 10B - First Year Japanese II (F)","WI21","28","15","100.0%","100.0%","4.77","B+ (3.69)","B+ (3.60)"
"Takeda, Izumi","JAPN 10B - First Year Japanese II (G)","WI21","32","19","100.0%","100.0%","5.45","B+ (3.65)","B (3.27)"
"Tipton, Yuko","JAPN 10B - First Year Japanese II (H)","WI21","25","18","100.0%","100.0%","5.39","B+ (3.53)","A- (3.72)"
"Kamioka, Sachiko","JAPN 10B - First Year Japanese II (I)","WI21","32","21","100.0%","100.0%","6.88","B+ (3.56)","B (3.26)"
"Simpson, Junko Tokuda","JAPN 10B - First Year Japanese II (J)","WI21","20","10","90.0%","88.9%","5.90","B+ (3.56)","B (3.26)"
"Iwamoto, Naoki","JAPN 10B - First Year Japanese II (K)","WI21","29","13","100.0%","100.0%","6.96","A- (3.91)","B+ (3.60)"
"Iwamoto, Naoki","JAPN 10B - First Year Japanese II (L)","WI21","30","20","100.0%","100.0%","6.40","A- (3.94)","A- (3.82)"
"Maruyama, Rie","JAPN 10B - First Year Japanese II (M)","WI21","30","19","100.0%","100.0%","5.76","A- (3.94)","A- (3.78)"
"Maruyama, Rie","JAPN 10B - First Year Japanese II (N)","WI21","31","14","100.0%","100.0%","6.04","A- (3.75)","A- (3.79)"
"Inada, Minori","JAPN 10B - First Year Japanese II (O)","WI21","31","16","100.0%","100.0%","5.75","A- (3.93)","A- (3.87)"
"Simpson, Junko Tokuda","JAPN 130B - Third Year Japanese II (A)","WI21","18","10","100.0%","100.0%","5.90","A (4.00)","N/A"
"Inada, Minori","JAPN 130B - Third Year Japanese II (B)","WI21","32","17","88.2%","100.0%","5.68","B+ (3.60)","B+ (3.65)"
"Takeda, Izumi","JAPN 135B - Japanese/Prof Purposes II (A)","WI21","16","7","100.0%","100.0%","4.21","A- (3.71)","N/A"
"Sato, Kyoko","JAPN 140B - Fourth Year Japanese II (A)","WI21","12","3","100.0%","100.0%","3.83","A (4.00)","N/A"
"McKee, Mayumi Mochizuki","JAPN 150C - Advanced Japanese III (A)","WI21","8","5","100.0%","100.0%","4.50","A (4.00)","N/A"
"Turner, Christena L.","JAPN 190 - Sel Topcs/Contmp Japn Studies (A)","WI21","19","11","100.0%","100.0%","7.41","B+ (3.64)","N/A"
"Sato, Kyoko","JAPN 20B - Second Year Japanese II (A)","WI21","22","14","92.3%","100.0%","6.65","A- (3.80)","A- (3.95)"
"Sato, Kyoko","JAPN 20B - Second Year Japanese II (B)","WI21","16","7","100.0%","100.0%","3.36","A (4.00)","N/A"
"Ross, Kayoko F","JAPN 20B - Second Year Japanese II (C)","WI21","26","11","100.0%","100.0%","5.59","A- (3.73)","A- (3.72)"
"McKee, Mayumi Mochizuki","JAPN 20B - Second Year Japanese II (D)","WI21","23","14","100.0%","100.0%","5.50","A- (3.83)","B+ (3.53)"
"McKee, Mayumi Mochizuki","JAPN 20B - Second Year Japanese II (E)","WI21","22","18","100.0%","100.0%","5.17","A (4.00)","A- (3.91)"
"Iwamoto, Naoki","JAPN 10A - First Year Japanese I (A)","FA20","36","16","100.0%","100.0%","5.13","A- (3.85)","B+ (3.47)"
"Iwamoto, Naoki","JAPN 10A - First Year Japanese I (B)","FA20","34","14","100.0%","100.0%","5.88","B+ (3.40)","A- (3.77)"
"Maruyama, Rie","JAPN 10A - First Year Japanese I (C)","FA20","36","23","95.7%","100.0%","6.41","A- (3.75)","A- (3.80)"
"Inada, Minori","JAPN 10A - First Year Japanese I (D)","FA20","30","17","94.1%","94.1%","3.79","A- (3.81)","B+ (3.62)"
"Takeda, Izumi","JAPN 10A - First Year Japanese I (E)","FA20","33","14","100.0%","100.0%","5.21","B+ (3.33)","B- (2.98)"
"Kamioka, Sachiko","JAPN 10A - First Year Japanese I (F)","FA20","27","19","100.0%","100.0%","7.72","B+ (3.63)","B+ (3.33)"
"Takeda, Izumi","JAPN 10A - First Year Japanese I (G)","FA20","31","13","100.0%","100.0%","3.83","A- (3.82)","B+ (3.42)"
"Maruyama, Rie","JAPN 10A - First Year Japanese I (H)","FA20","34","23","100.0%","100.0%","5.68","A- (3.70)","A- (3.78)"
"Inada, Minori","JAPN 10A - First Year Japanese I (I)","FA20","24","18","100.0%","100.0%","5.61","A- (3.75)","B+ (3.62)"
"Simpson, Junko Tokuda","JAPN 10A - First Year Japanese I (J)","FA20","26","15","100.0%","100.0%","5.83","A- (3.93)","A- (3.76)"
"Kamioka, Sachiko","JAPN 10A - First Year Japanese I (K)","FA20","34","23","100.0%","100.0%","5.93","B+ (3.65)","B+ (3.59)"
"Maruyama, Rie","JAPN 10A - First Year Japanese I (L)","FA20","34","18","100.0%","100.0%","5.68","A- (3.94)","A- (3.77)"
"Tipton, Yuko","JAPN 10A - First Year Japanese I (M)","FA20","31","22","100.0%","100.0%","6.59","B+ (3.60)","A- (3.78)"
"Kamioka, Sachiko","JAPN 10A - First Year Japanese I (N)","FA20","30","16","100.0%","100.0%","5.25","A- (3.80)","B+ (3.46)"
"Tipton, Yuko","JAPN 10A - First Year Japanese I (P)","FA20","35","27","100.0%","100.0%","7.31","A- (3.74)","B+ (3.65)"
"Ross, Kayoko F","JAPN 10A - First Year Japanese I (Q)","FA20","34","18","100.0%","100.0%","5.61","A- (3.89)","B+ (3.60)"
"Simpson, Junko Tokuda","JAPN 130A - Third Year Japanese I (A)","FA20","34","16","87.5%","93.8%","7.13","B+ (3.53)","B+ (3.53)"
"Inada, Minori","JAPN 130A - Third Year Japanese I (B)","FA20","34","20","94.7%","100.0%","5.20","A- (3.90)","A- (3.90)"
"Takeda, Izumi","JAPN 135A - Japanese/Professional Purposes (A)","FA20","25","14","85.7%","100.0%","3.64","A- (3.86)","A- (3.79)"
"Sato, Kyoko","JAPN 140A - Fourth Year Japanese I (A)","FA20","14","4","50.0%","75.0%","3.00","A (4.00)","N/A"
"Sato, Kyoko","JAPN 20A - Second Year Japanese I (A)","FA20","19","9","100.0%","100.0%","4.28","B+ (3.63)","N/A"
"Sato, Kyoko","JAPN 20A - Second Year Japanese I (B)","FA20","20","13","92.3%","100.0%","3.73","B+ (3.67)","B+ (3.69)"
"Ross, Kayoko F","JAPN 20A - Second Year Japanese I (C)","FA20","24","12","100.0%","100.0%","6.00","B+ (3.55)","B (3.29)"
"Ross, Kayoko F","JAPN 20A - Second Year Japanese I (D)","FA20","19","9","100.0%","100.0%","7.17","B+ (3.56)","N/A"
"McKee, Mayumi Mochizuki","JAPN 20A - Second Year Japanese I (E)","FA20","11","6","100.0%","100.0%","4.50","A (4.00)","N/A"
"Iwamoto, Naoki","JAPN 20A - Second Year Japanese I (F)","FA20","21","10","90.0%","100.0%","5.10","A- (3.88)","A- (3.92)"
"McKee, Mayumi Mochizuki","JAPN 20A - Second Year Japanese I (G)","FA20","19","17","100.0%","100.0%","6.50","B+ (3.53)","N/A"
"McKee, Mayumi Mochizuki","JAPN 20A - Second Year Japanese I (H)","FA20","25","12","100.0%","100.0%","7.95","A (4.00)","A- (3.88)"
"Inada, Minori","JAPN 20A - Second Year Japanese I (A)","S120","18","6","100.0%","100.0%","4.17","A- (3.80)","N/A"
"Tipton, Yuko","JAPN 10C - First Year Japanese III (A)","SP20","24","11","100.0%","100.0%","5.77","B+ (3.64)","A- (3.89)"
"Kamioka, Sachiko","JAPN 10C - First Year Japanese III (B)","SP20","24","15","100.0%","100.0%","5.79","A- (3.83)","A- (3.74)"
"Iwamoto, Naoki","JAPN 10C - First Year Japanese III (C)","SP20","24","10","100.0%","100.0%","3.70","A- (3.88)","A- (3.86)"
"Tipton, Yuko","JAPN 10C - First Year Japanese III (D)","SP20","22","8","100.0%","100.0%","5.50","A (4.00)","A- (3.88)"
"Kamioka, Sachiko","JAPN 10C - First Year Japanese III (E)","SP20","21","13","100.0%","100.0%","5.27","A- (3.85)","A- (3.95)"
"Maruyama, Rie","JAPN 10C - First Year Japanese III (F)","SP20","23","14","85.7%","100.0%","4.64","A (4.00)","A- (3.98)"
