"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Huezo, Alexander D","ETHN 128 - Hip Hop: Politics of Culture (A)","SP22","38","12","100.0%","100.0%","3.30","A- (3.90)","B+ (3.67)"
"Gavin, Camila Andrea","ETHN 137 - Latina Issues & Cultural Prod. (A)","SP22","18","5","100.0%","100.0%","4.90","A (4.00)","N/A"
"Tanaka, Elaine Gale-armon","ETHN 142 - Medcn/Race&Globl Poli/Inequity (A)","SP22","25","9","100.0%","100.0%","4.06","A (4.00)","A- (3.87)"
"Steelman, Katherine Wallis","ETHN 143 - Chicana/o Film & Media Studies (A)","SP22","29","8","100.0%","100.0%","2.79","B+ (3.50)","A- (3.85)"
"Espiritu, Yen","ETHN 155 - U.S. Militarism (A)","SP22","44","9","100.0%","100.0%","4.00","B+ (3.38)","B (3.23)"
"Huezo, Alexander D","ETHN 163E - Decolonial Theory (A)","SP22","23","6","83.3%","83.3%","3.83","A- (3.83)","A- (3.92)"
"Browne, Errol Tsekani","ETHN 170 - Slavery and the Atlantic World (A)","SP22","16","3","100.0%","66.7%","1.83","B+ (3.67)","N/A"
"Streeby, Shelley","ETHN 182 - Race, Gender, Sexuality Sci Fi (A)","SP22","57","13","83.3%","100.0%","4.17","B+ (3.42)","A- (3.75)"
"Shelby, Karen Lee","ETHN 183 - Gender,Race,Ethnicity & Class (A)","SP22","18","3","100.0%","100.0%","2.50","B+ (3.67)","N/A"
"Perez, Roy","ETHN 3 - Intro:Making Culture (A)","SP22","367","124","90.8%","97.5%","3.33","A- (3.87)","B+ (3.62)"
"Fuste, Jose Ignacio","ETHN 30 - Intro Chicanx & Latinx Studies (A)","SP22","87","39","100.0%","100.0%","4.13","B+ (3.58)","B+ (3.31)"
"Patel, Shaista","ETHN 100B - InterdisciplinaryMethodologies (A)","WI22","30","10","100.0%","100.0%","6.50","B+ (3.63)","B+ (3.59)"
"Marez, Curtis F.","ETHN 101 - Ethnic Images in Film (A)","WI22","100","45","100.0%","100.0%","3.60","A- (3.92)","B+ (3.66)"
"Man, Simeon S","ETHN 103A - United States & Pacific World (A)","WI22","15","7","100.0%","100.0%","4.21","A (4.00)","N/A"
"Jolivette, Andrew J","ETHN 112B - NativeAm& Indigenous Hist USII (A)","WI22","63","17","94.1%","94.1%","4.77","B+ (3.67)","A- (3.87)"
"Suzuki, Erin M.","ETHN 124 - Asian American Literature (A)","WI22","39","14","100.0%","100.0%","3.93","A- (3.93)","A- (3.79)"
"Ruiz, Ariana","ETHN 139 - Chicano Literature in English (A)","WI22","20","6","100.0%","100.0%","5.17","B (3.00)","B (3.01)"
"Espiritu, Yen","ETHN 140A - Refugee San Diego (A)","WI22","33","8","100.0%","100.0%","3.93","A- (3.86)","A- (3.72)"
"Middleton, Kianna","ETHN 147 - Black Feminisms Past & Pres (A)","WI22","15","5","100.0%","100.0%","3.70","A- (3.80)","N/A"
"Tran, Ly Thi Hai","ETHN 152 - Law and Civil Rights (A)","WI22","10","4","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Huezo, Alexander D","ETHN 157 - Madness and Urbanization (A)","WI22","19","7","100.0%","100.0%","2.50","B+ (3.67)","N/A"
"Browne, Errol Tsekani","ETHN 161 - Black Poli&Protest since 1941 (A)","WI22","11","3","66.7%","66.7%","3.83","A (4.00)","N/A"
"Burelle, Julie Sara Veronique","ETHN 163F - Playing Indian:Native Am Cinem (A)","WI22","31","14","100.0%","100.0%","4.81","B+ (3.67)","A- (3.85)"
"Man, Simeon S","ETHN 163J - Asian American Social Movemnts (A)","WI22","19","5","100.0%","100.0%","2.50","A (4.00)","N/A"
"Huezo, Alexander D","ETHN 177 - Race, Sound and Music (A)","WI22","22","3","100.0%","100.0%","3.17","B+ (3.33)","B+ (3.42)"
"Dresser, Mark Stuart","ETHN 179 - Discover Jazz (A)","WI22","22","11","90.9%","81.8%","3.05","A- (3.90)","B+ (3.68)"
"Browne, Errol Tsekani","ETHN 184 - Black Intellectuals in 20th C (A)","WI22","14","4","75.0%","50.0%","3.50","A (4.00)","N/A"
"Sasaki, Christen T","ETHN 2 - Intro:CirculationsofDifference (A)","WI22","387","174","96.4%","99.4%","3.51","A- (3.86)","A- (3.81)"
"Patel, Shaista","ETHN 1 - Intro: Land and Labor (A)","FA21","403","186","87.8%","92.8%","3.43","A- (3.84)","A- (3.80)"
"Frank, Ross H.","ETHN 100A - Theoretical Approaches (A)","FA21","35","9","87.5%","87.5%","7.50","B+ (3.43)","B (3.16)"
"Fuste, Jose Ignacio","ETHN 104 - Race, Space, & Segregation (A)","FA21","83","48","97.9%","100.0%","4.13","A- (3.82)","A- (3.79)"
"Frank, Ross H.","ETHN 112A - NativeAm& Indigenous Hist US I (A)","FA21","25","5","100.0%","80.0%","4.90","B+ (3.40)","B (3.08)"
"Huezo, Alexander D","ETHN 113 - Decolonizing Education (A)","FA21","41","14","100.0%","100.0%","3.93","A- (3.71)","A- (3.70)"
"Vazquez, Cynthia","ETHN 118 - Contemprary Immigration Issues (A)","FA21","38","13","83.3%","100.0%","4.83","B (3.25)","B+ (3.57)"
"Huezo, Alexander D","ETHN 120 - Race/Perfrm: Poltcs Poplr Cult (A)","FA21","38","12","91.7%","72.7%","1.83","A- (3.83)","A- (3.72)"
"Sasaki, Christen T","ETHN 121 - Contemp Asian American History (A)","FA21","32","16","100.0%","100.0%","2.88","A (4.00)","A- (3.90)"
"Tran, Ly Thi Hai","ETHN 122 - Asian American Cult & Identity (A)","FA21","40","9","100.0%","100.0%","4.06","A (4.00)","A- (3.81)"
"Kim, Joo Ok","ETHN 124 - Asian American Literature (A)","FA21","40","19","100.0%","100.0%","2.82","A- (3.94)","A- (3.89)"
"Fuste, Jose Ignacio","ETHN 138 - Black & Latinx Crossings (A)","FA21","36","12","100.0%","100.0%","4.33","A- (3.73)","B (3.18)"
"Middleton, Kianna","ETHN 142 - Medcn/Race&Globl Poli/Inequity (A)","FA21","44","13","100.0%","100.0%","3.27","A- (3.92)","A- (3.84)"
"Batarseh, Amanda Alicia","ETHN 166 - Topic:Arab/Muslim Amer Identy (A)","FA21","10","6","100.0%","100.0%","5.17","A (4.00)","N/A"
"Borgo, David Garcia","ETHN 178 - Blues: An Oral Tradition (A)","FA21","26","21","100.0%","100.0%","4.98","A- (3.74)","B+ (3.52)"
"Davis, Anthony Curtis","ETHN 179 - Discover Jazz (A)","FA21","22","8","87.5%","87.5%","3.25","A (4.00)","A- (3.96)"
"Perez, Roy","ETHN 187 - Latinx Sexualities (A)","FA21","13","3","100.0%","100.0%","3.17","B+ (3.67)","N/A"
"Quintanilla, Olivia Arlene","ETHN 103 - Environmental Racism (A)","S221","34","10","80.0%","90.0%","6.70","A- (3.78)","A- (3.70)"
"Huang, Ningning","ETHN 124 - Asian American Literature (A)","S221","18","6","100.0%","100.0%","7.50","A- (3.83)","N/A"
"Cuong, Marisol","ETHN 137 - Latina Issues & Cultural Prod. (A)","S221","4","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Tanaka, Elaine Gale-armon","ETHN 142 - Medcn/Race&Globl Poli/Inequity (A)","S221","16","6","100.0%","100.0%","4.50","A (4.00)","N/A"
"Man, Simeon S","ETHN 163J - Asian American Social Movemnts (A)","S221","6","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Rassooli, Nima","ETHN 182 - Race, Gender, Sexuality Sci Fi (A)","S221","15","10","100.0%","100.0%","3.90","A- (3.88)","N/A"
"Abusneineh, Bayan Abdelmajid","ETHN 101 - Ethnic Images in Film (A)","S121","23","8","100.0%","100.0%","7.50","A (4.00)","B+ (3.65)"
"Bui, Kevin Xuanduy","ETHN 106 - Life, Death and the Human (A)","S121","19","3","100.0%","100.0%","5.83","B+ (3.67)","N/A"
"Boston, Martin Luther","ETHN 118 - Contemprary Immigration Issues (A)","S121","18","9","100.0%","100.0%","6.50","A- (3.88)","N/A"
"Patel, Shaista","ETHN 127 - Sexuality & Nation (A)","S121","15","4","100.0%","100.0%","6.00","B+ (3.50)","N/A"
"Choi, Esther Min","ETHN 185 - Discourse, Power & Inequality (A)","S121","6","5","100.0%","100.0%","3.70","A (4.00)","N/A"
"Fuste, Jose Ignacio","ETHN 100C - Social Justice Praxis (A)","SP21","19","6","100.0%","100.0%","4.17","B+ (3.67)","N/A"
"Huezo, Alexander D","ETHN 109 - Race & Social Movements (A)","SP21","41","15","100.0%","100.0%","5.70","A- (3.87)","B+ (3.65)"
"Frank, Ross H.","ETHN 110 - Wrld Views/Indigenous America (A)","SP21","22","6","66.7%","66.7%","9.17","B (3.20)","B+ (3.44)"
"Frank, Ross H.","ETHN 112C - California Native Am. History (A)","SP21","19","5","100.0%","100.0%","5.70","A (4.00)","N/A"
"Boston, Martin Luther","ETHN 117 - Organic Social Movements (A)","SP21","17","5","100.0%","100.0%","5.70","B+ (3.40)","N/A"
"Alvarez, Luis A","ETHN 120D - Race & Oral Hist. in San Diego (A)","SP21","12","4","100.0%","100.0%","6.50","B (3.25)","N/A"
"Suzuki, Erin M.","ETHN 124 - Asian American Literature (A)","SP21","54","12","100.0%","100.0%","4.67","A- (3.92)","A- (3.79)"
"Shelby, Karen Lee","ETHN 127 - Sexuality & Nation (A)","SP21","17","7","85.7%","71.4%","5.07","A (4.00)","N/A"
"Huezo, Alexander D","ETHN 134 - Immigration&Ethnicity/Amer Soc (A)","SP21","13","4","100.0%","100.0%","5.50","A- (3.75)","N/A"
"Tanaka, Elaine Gale-armon","ETHN 142 - Medcn/Race&Globl Poli/Inequity (A)","SP21","22","11","100.0%","90.9%","3.95","A (4.00)","A- (3.92)"
"Middleton, Kianna","ETHN 147 - Black Feminisms Past & Pres (A)","SP21","17","3","100.0%","100.0%","3.17","B+ (3.67)","N/A"
"Boston, Martin Luther","ETHN 149 - African Amrcn Hist/the 20th C. (A)","SP21","14","4","100.0%","100.0%","5.00","A (4.00)","N/A"
"Ramirez, Jorge","ETHN 154 - History of Mexican America (A)","SP21","11","4","100.0%","100.0%","6.00","B+ (3.67)","N/A"
"Taylor-Garcia, Daphne","ETHN 183 - Gender,Race,Ethnicity & Class (A)","SP21","15","4","100.0%","100.0%","4.00","B+ (3.50)","N/A"
"Marez, Curtis F.","ETHN 3 - Intro:Making Culture (A)","SP21","400","158","98.1%","96.8%","3.61","A- (3.88)","A- (3.86)"
"Taylor-Garcia, Daphne","ETHN 100B - InterdisciplinaryMethodologies (A)","WI21","23","7","71.4%","42.9%","2.50","A- (3.86)","B+ (3.62)"
"Marez, Curtis F.","ETHN 101 - Ethnic Images in Film (A)","WI21","99","44","95.3%","95.3%","3.57","A- (3.95)","A (4.00)"
"Sasaki, Christen T","ETHN 125 - Asian American History (A)","WI21","39","19","100.0%","100.0%","4.82","A- (3.94)","A- (3.86)"
"Ruiz, Ariana","ETHN 139 - Chicano Literature in English (A)","WI21","16","5","100.0%","100.0%","6.10","B (3.20)","N/A"
"Marez, Curtis F.","ETHN 143 - Chicana/o Film & Media Studies (A)","WI21","47","12","100.0%","100.0%","4.50","A- (3.80)","A (4.00)"
"Boston, Martin Luther","ETHN 153 - Citizenship & Civil Rts/20th c (A)","WI21","21","8","100.0%","100.0%","6.50","B (3.14)","B+ (3.43)"
"Huezo, Alexander D","ETHN 155 - U.S. Militarism (A)","WI21","43","18","100.0%","94.4%","3.17","A- (3.88)","A- (3.76)"
"Boston, Martin Luther","ETHN 164 - African Americans & Mass Media (A)","WI21","17","7","100.0%","100.0%","4.50","B+ (3.50)","N/A"
"Huezo, Alexander D","ETHN 170 - Slavery and the Atlantic World (A)","WI21","21","10","100.0%","100.0%","3.90","B+ (3.56)","A- (3.87)"
"Childs, Dennis R.","ETHN 174 - Themes/Afro-Americn Literature (A)","WI21","12","5","100.0%","100.0%","6.50","A- (3.75)","N/A"
"Dresser, Mark Stuart","ETHN 179 - Discover Jazz (A)","WI21","23","9","77.8%","100.0%","2.94","A (4.00)","A- (3.85)"
"Espiritu, Yen","ETHN 2 - Intro:CirculationsofDifference (A)","WI21","365","172","93.5%","98.2%","3.40","A- (3.80)","A- (3.82)"
"Jolivette, Andrew J","ETHN 1 - Intro: Land and Labor (A)","FA20","377","165","96.3%","98.2%","3.49","A- (3.87)","A- (3.91)"
"Espiritu, Yen","ETHN 100A - Theoretical Approaches (A)","FA20","32","11","100.0%","100.0%","4.50","B+ (3.55)","B+ (3.41)"
"Man, Simeon S","ETHN 103A - United States & Pacific World (A)","FA20","12","6","100.0%","100.0%","2.83","A- (3.83)","N/A"
"Fuste, Jose Ignacio","ETHN 104 - Race, Space, & Segregation (A)","FA20","76","47","100.0%","97.9%","4.59","A- (3.80)","A- (3.93)"
"Middleton, Kianna","ETHN 113 - Decolonizing Education (A)","FA20","38","22","100.0%","100.0%","3.41","B+ (3.55)","B+ (3.57)"
"Huezo, Alexander D","ETHN 115 - Monsters, Orphans and Robots (A)","FA20","25","12","91.7%","91.7%","4.14","A- (3.80)","A- (3.72)"
"Huezo, Alexander D","ETHN 118 - Contemprary Immigration Issues (A)","FA20","37","14","100.0%","100.0%","3.79","A- (3.71)","B+ (3.33)"
"Fuste, Jose Ignacio","ETHN 119 - Race in the Americas (A)","FA20","39","20","84.2%","94.7%","5.30","A- (3.84)","A- (3.85)"
"Frank, Ross H.","ETHN 130 - Social & Econ Hist/Southwest I (A)","FA20","26","8","100.0%","100.0%","4.75","A- (3.83)","C+ (2.66)"
"Walkiewicz, Kathryn A","ETHN 168 - Comparative Ethnic Literature (A)","FA20","24","8","100.0%","100.0%","6.00","A- (3.86)","B+ (3.38)"
"Borgo, David Garcia","ETHN 178 - Blues: An Oral Tradition (A)","FA20","32","19","100.0%","100.0%","3.34","A (4.00)","A- (3.74)"
"Sasaki, Christen T","ETHN 20 - Intro to Asian Amer Studies (A)","FA20","116","65","100.0%","100.0%","3.61","A- (3.84)","A- (3.83)"
"Huezo, Alexander D","ETHN 103 - Environmental Racism (A)","S220","30","12","100.0%","100.0%","4.68","B+ (3.55)","B+ (3.64)"
"Choi, Esther Min","ETHN 104 - Race, Space, & Segregation (A)","S220","24","14","100.0%","100.0%","4.36","B+ (3.50)","A- (3.81)"
"Dorr, Kirstie A.","ETHN 118 - Contemprary Immigration Issues (A)","S220","23","7","100.0%","100.0%","3.93","A (4.00)","A- (3.73)"
"Suzuki, Erin M.","ETHN 124 - Asian American Literature (A)","S220","21","13","100.0%","100.0%","5.33","A (4.00)","A- (3.96)"
"Abusneineh, Bayan Abdelmajid","ETHN 152 - Law and Civil Rights (A)","S220","19","7","100.0%","100.0%","7.64","B+ (3.43)","N/A"
"Man, Simeon S","ETHN 163J - Asian American Social Movemnts (A)","S220","6","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Boston, Martin Luther","ETHN 101 - Ethnic Images in Film (A)","S120","25","10","80.0%","90.0%","8.50","B+ (3.67)","B (3.04)"
"Shaikh, Hina","ETHN 102 - Sci and Techn:Race/Gendr/Class (A)","S120","12","9","100.0%","100.0%","6.28","B+ (3.56)","N/A"
"Gavin, Camila Andrea","ETHN 116 - US-Mexico Bordr/Comp. Perspect (A)","S120","29","12","100.0%","100.0%","6.70","B+ (3.67)","A- (3.84)"
"Fuste, Jose Ignacio","ETHN 119 - Race in the Americas (A)","S120","29","18","94.4%","94.4%","6.06","B+ (3.56)","B+ (3.67)"
"Vazquez, Cynthia","ETHN 127 - Sexuality & Nation (A)","S120","10","9","88.9%","77.8%","6.94","B+ (3.60)","N/A"
"Tanaka, Elaine Gale-armon","ETHN 142 - Medcn/Race&Globl Poli/Inequity (A)","S120","20","3","100.0%","100.0%","4.50","A (4.00)","A- (3.86)"
"Boston, Martin Luther","ETHN 182 - Race, Gender, Sexuality Sci Fi (A)","S120","21","9","100.0%","100.0%","7.61","B+ (3.33)","B+ (3.51)"
"Kheshti, Roshanak","ETHN 100C - Social Justice Praxis (A)","SP20","27","5","100.0%","100.0%","4.10","B+ (3.67)","A (4.00)"
"Huezo, Alexander D","ETHN 106 - Life, Death and the Human (A)","SP20","53","14","100.0%","100.0%","5.36","B+ (3.69)","A- (3.82)"
"Huezo, Alexander D","ETHN 116 - US-Mexico Bordr/Comp. Perspect (A)","SP20","53","16","100.0%","100.0%","5.00","B+ (3.69)","B+ (3.51)"
"Suzuki, Erin M.","ETHN 124 - Asian American Literature (A)","SP20","35","16","100.0%","100.0%","4.88","A- (3.71)","A- (3.95)"
"Lee, Leon Pakyuen","ETHN 128 - Hip Hop: Politics of Culture (A)","SP20","22","4","100.0%","100.0%","5.50","A (4.00)","A- (3.79)"
"Lopez Rivas, Philomena Jazmin","ETHN 137 - Latina Issues & Cultural Prod. (A)","SP20","10","6","100.0%","100.0%","2.50","A- (3.83)","N/A"
"Marez, Curtis F.","ETHN 143 - Chicana/o Film & Media Studies (A)","SP20","36","12","100.0%","100.0%","3.67","B+ (3.40)","A- (3.73)"
"Saisi, Boke Nyaboke","ETHN 147 - Black Feminisms Past & Pres (A)","SP20","8","3","100.0%","100.0%","3.83","B+ (3.33)","N/A"
"Taylor-Garcia, Daphne","ETHN 150 - Visuality, Sexuality, and Race (A)","SP20","13","4","100.0%","100.0%","4.00","B+ (3.50)","N/A"
"Boston, Martin Luther","ETHN 152 - Law and Civil Rights (A)","SP20","36","13","100.0%","100.0%","5.88","A- (3.91)","A- (3.75)"
"Klann, Mary Cameron","ETHN 153 - Citizenship & Civil Rts/20th c (A)","SP20","19","4","100.0%","100.0%","3.50","A (4.00)","N/A"
"Streeby, Shelley","ETHN 168 - Comparative Ethnic Literature (A)","SP20","20","9","100.0%","88.9%","4.72","A- (3.83)","A (4.00)"
"Borgo, David Garcia","ETHN 179 - Discover Jazz (A)","SP20","36","22","81.8%","90.9%","4.32","A- (3.75)","A- (3.72)"
"Marez, Curtis F.","ETHN 189 - Special Topics/Ethnic Studies (A)","SP20","18","11","100.0%","100.0%","4.32","A- (3.70)","N/A"
"Streeby, Shelley","ETHN 189 - Special Topics/Ethnic Studies (C)","SP20","13","3","100.0%","100.0%","6.50","A (4.00)","N/A"
"Fuste, Jose Ignacio","ETHN 3 - Intro:Making Culture (A)","SP20","393","180","91.4%","96.0%","3.39","A- (3.91)","A- (3.95)"
"Patel, Shaista","ETHN 100B - InterdisciplinaryMethodologies (A)","WI20","33","21","95.0%","100.0%","5.26","B (3.24)","B (3.13)"
"Marez, Curtis F.","ETHN 101 - Ethnic Images in Film (A)","WI20","55","24","100.0%","95.7%","3.72","B+ (3.55)","A- (3.73)"
"Boston, Martin Luther","ETHN 113 - Decolonizing Education (A)","WI20","24","11","100.0%","100.0%","4.32","A- (3.78)","B+ (3.61)"
"Espiritu, Yen","ETHN 118 - Contemprary Immigration Issues (A)","WI20","47","15","100.0%","100.0%","3.97","A- (3.73)","B+ (3.56)"
"Sasaki, Christen T","ETHN 121 - Contemp Asian American History (A)","WI20","46","22","100.0%","90.9%","3.23","B+ (3.64)","A- (3.86)"
"Patel, Shaista","ETHN 163E - Decolonial Theory (A)","WI20","8","7","100.0%","100.0%","3.36","B+ (3.50)","N/A"
"Burelle, Julie Sara Veronique","ETHN 163F - Playing Indian:Native Am Cinem (A)","WI20","25","10","100.0%","100.0%","2.30","A- (3.89)","B+ (3.63)"
"Kheshti, Roshanak","ETHN 177 - Race, Sound and Music (A)","WI20","21","9","100.0%","100.0%","4.50","A- (3.88)","A (4.00)"
"Dresser, Mark Stuart","ETHN 179 - Discover Jazz (A)","WI20","27","14","84.6%","92.3%","2.35","A- (3.75)","B+ (3.33)"
"Streeby, Shelley","ETHN 182 - Race, Gender, Sexuality Sci Fi (A)","WI20","56","24","91.7%","87.5%","5.58","B+ (3.70)","B+ (3.69)"
"Boston, Martin Luther","ETHN 184 - Black Intellectuals in 20th C (A)","WI20","13","6","100.0%","100.0%","4.50","B+ (3.50)","N/A"
"Huezo, Alexander D","ETHN 185 - Discourse, Power & Inequality (A)","WI20","19","6","100.0%","100.0%","3.83","A (4.00)","N/A"
"Sasaki, Christen T","ETHN 189 - Special Topics/Ethnic Studies (A)","WI20","8","4","100.0%","100.0%","4.50","B (3.25)","N/A"
"Taylor-Garcia, Daphne","ETHN 2 - Intro:CirculationsofDifference (A)","WI20","295","132","54.8%","51.6%","2.84","B+ (3.60)","A- (3.77)"
"Kaplan, Sara Clarke","ETHN 1 - Intro: Land and Labor (A)","FA19","401","196","88.4%","87.2%","3.80","B+ (3.59)","A- (3.81)"
"Frank, Ross H.","ETHN 100A - Theoretical Approaches (A)","FA19","32","7","100.0%","57.1%","5.17","B (3.20)","B+ (3.40)"
"Huezo, Alexander D","ETHN 103 - Environmental Racism (A)","FA19","43","30","96.7%","100.0%","3.63","A- (3.86)","B+ (3.68)"
"Fuste, Jose Ignacio","ETHN 104 - Race, Space, & Segregation (A)","FA19","68","41","100.0%","100.0%","5.09","A- (3.74)","B+ (3.59)"
"Hankins, Sarah E.","ETHN 108 - Race, Culture & Social Change (A)","FA19","18","15","100.0%","93.3%","3.30","B+ (3.53)","N/A"
"Boston, Martin Luther","ETHN 109 - Race & Social Movements (A)","FA19","42","14","100.0%","100.0%","5.88","B (3.08)","B (3.20)"
"Jolivette, Andrew J","ETHN 112B - History/Native Americans/US II (A)","FA19","21","10","100.0%","100.0%","3.75","A (4.00)","A- (3.82)"
"Frank, Ross H.","ETHN 112C - California Native Am. History (A)","FA19","11","5","100.0%","100.0%","7.00","A (4.00)","N/A"
"Huezo, Alexander D","ETHN 119 - Race in the Americas (A)","FA19","14","7","100.0%","100.0%","3.50","A- (3.80)","N/A"
"Blanco, John D","ETHN 124 - Asian American Literature (A)","FA19","40","20","78.9%","83.3%","3.34","B+ (3.60)","A- (3.94)"
"Sasaki, Christen T","ETHN 125 - Asian American History (A)","FA19","25","10","100.0%","100.0%","3.10","A- (3.75)","B+ (3.67)"
"Dorr, Kirstie A.","ETHN 127 - Sexuality & Nation (A)","FA19","25","9","100.0%","88.9%","3.17","A- (3.78)","A- (3.87)"
"Tanaka, Elaine Gale-armon","ETHN 142 - Medcn/Race&Globl Poli/Inequity (A)","FA19","31","12","100.0%","100.0%","7.70","B+ (3.60)","B+ (3.31)"
"Boston, Martin Luther","ETHN 161 - Black Poli&Protest since 1941 (A)","FA19","15","6","100.0%","100.0%","4.83","B+ (3.60)","N/A"
"Borgo, David Garcia","ETHN 178 - Blues: An Oral Tradition (A)","FA19","27","23","100.0%","95.5%","2.85","A- (3.73)","A- (3.77)"
"Whitley, Leila Marie","ETHN 183 - Gender,Race,Ethnicity & Class (A)","FA19","17","11","100.0%","100.0%","4.68","B+ (3.36)","N/A"
"Fuste, Jose Ignacio","ETHN 189 - Special Topics/Ethnic Studies (A)","FA19","29","20","100.0%","94.7%","4.71","A- (3.71)","B (3.29)"
"Espiritu, Yen","ETHN 20 - Intro to Asian Amer Studies (A)","FA19","98","55","92.6%","92.6%","4.35","B+ (3.60)","B+ (3.61)"
"Choi, Esther Min","ETHN 108 - Race, Culture & Social Change (A)","S219","18","7","85.7%","85.7%","5.07","B+ (3.57)","N/A"
"Vazquez, Cynthia","ETHN 110 - Wrld Views/Indigenous America (A)","S219","26","19","78.9%","63.2%","4.61","B+ (3.47)","B+ (3.37)"
"Linton, Mellissa Franceska","ETHN 2 - Intro:CirculationsofDifference (A)","S219","96","33","89.7%","96.2%","3.21","A- (3.76)","A- (3.78)"
"Jones, Aundrey Maurice","ETHN 101 - Ethnic Images in Film (A)","S119","9","5","100.0%","100.0%","5.70","A- (3.75)","N/A"
"Daly, Heather Marie","ETHN 112A - History/Native Americans/US I (A)","S119","14","5","100.0%","100.0%","4.90","B+ (3.40)","N/A"
