"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","WI17","32","32","93.5%","96.8%","7.08","B (3.27)","B+ (3.47)"
"Butt, Waqas H","HDP 191 - Field Resrch/Human Development (B)","WI17","30","21","66.7%","55.6%","9.06","B (3.12)","B+ (3.35)"
"Ackerman, Farrell","HDP 98 - Directed Group Study (A)","WI17","50","22","95.2%","95.2%","1.36","A (4.00)","N/A"
"Ackerman, Farrell","HDP 1 - Intro to Human Development (A)","FA16","159","71","95.7%","89.9%","4.38","B+ (3.60)","B+ (3.38)"
"Most, Corinna","HDP 111 - Evolution in Human Development (A)","FA16","18","14","92.9%","100.0%","5.50","B (3.23)","N/A"
"Blumenthal, Emily Jeanne","HDP 150 - Senior Seminar (A)","FA16","18","9","88.9%","88.9%","4.28","A- (3.78)","N/A"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","FA16","32","28","92.9%","89.3%","9.02","B (3.14)","B (3.27)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","FA16","11","4","100.0%","100.0%","9.00","B (3.25)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","FA16","16","6","100.0%","100.0%","12.83","B+ (3.50)","N/A"
"Haist, Frank","HDP 150 - Senior Seminar (A)","S116","10","3","100.0%","100.0%","3.83","B+ (3.33)","N/A"
"Fort, Jahmese Meolla","HDP 171 - Diversity in Human Development (A)","S116","14","3","100.0%","100.0%","5.17","A (4.00)","N/A"
"Somerville, Andrew D","HDP 111 - Evolution in Human Development (A)","SP16","26","12","100.0%","100.0%","4.00","B+ (3.36)","B (3.28)"
"Darwich, Lina","HDP 122 - Social Development (A)","SP16","61","49","98.0%","98.0%","4.24","B+ (3.45)","B (3.19)"
"Somerville, Andrew D","HDP 150 - Senior Seminar (A)","SP16","20","14","100.0%","100.0%","3.33","B+ (3.62)","B+ (3.48)"
"Hwang, So-One Kim","HDP 150 - Senior Seminar (B)","SP16","21","15","86.7%","100.0%","4.63","B+ (3.67)","N/A"
"Fort, Jahmese Meolla","HDP 171 - Diversity in Human Development (A)","SP16","16","15","93.3%","93.3%","5.83","B+ (3.67)","N/A"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","SP16","18","11","60.0%","80.0%","6.50","B+ (3.30)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","SP16","15","4","100.0%","100.0%","12.50","B+ (3.50)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","SP16","14","8","62.5%","100.0%","11.25","B (3.13)","N/A"
"Reese, Clarissa Jane","HDP 98 - Directed Group Study (A)","SP16","8","6","100.0%","100.0%","0.50","N/A","N/A"
"Carver, Leslie J.","HDP 110 - Brain & Behavioral Development (A)","WI16","83","59","96.6%","91.4%","3.95","B+ (3.57)","B+ (3.55)"
"Hwang, So-One Kim","HDP 120 - Language Development (A)","WI16","60","54","94.4%","94.4%","4.87","B+ (3.57)","B+ (3.51)"
"Blumenthal, Emily Jeanne","HDP 121 - The Developing Mind (A)","WI16","51","46","95.7%","93.5%","5.12","B (3.13)","B (3.16)"
"Parish, Steven Martin","HDP 133 - Socio-Cultural Foundations (A)","WI16","95","88","78.4%","67.0%","2.81","B+ (3.60)","A- (3.90)"
"Deak, Gedeon O.","HDP 150 - Senior Seminar (A)","WI16","16","9","33.3%","55.6%","3.61","B (3.22)","N/A"
"Perez, Jason Magabo","HDP 171 - Diversity in Human Development (A)","WI16","15","6","100.0%","100.0%","4.10","A- (3.83)","N/A"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","WI16","23","22","81.0%","95.2%","6.40","B (3.00)","B (3.29)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","WI16","15","11","90.0%","90.0%","10.70","B+ (3.40)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","WI16","16","10","77.8%","100.0%","11.39","B (3.11)","N/A"
"Ackerman, Farrell","HDP 98 - Directed Group Study (A)","WI16","43","26","92.3%","92.3%","1.38","A (4.00)","N/A"
"Reese, Clarissa Jane","HDP 98 - Directed Group Study (B)","WI16","11","3","100.0%","100.0%","1.50","N/A","N/A"
"Ackerman, Farrell","HDP 1 - Intro to Human Development (A)","FA15","198","106","91.0%","81.0%","4.10","B+ (3.53)","B+ (3.46)"
"Somerville, Andrew D","HDP 150 - Senior Seminar (A)","FA15","20","12","100.0%","100.0%","4.10","A- (3.70)","B+ (3.43)"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","FA15","33","25","91.7%","100.0%","6.83","B- (2.96)","B (3.11)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","FA15","15","8","100.0%","100.0%","10.75","B (3.14)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","FA15","17","8","80.0%","100.0%","10.10","B (3.00)","N/A"
"Haist, Frank","HDP 150 - Senior Seminar (A)","S115","13","4","100.0%","100.0%","7.83","B+ (3.67)","N/A"
"Blumenthal, Emily Jeanne","HDP 121 - The Developing Mind (A)","SP15","59","45","84.4%","97.8%","3.83","B+ (3.42)","B (3.16)"
"Westerfield, Marissa Anne Navarrete","HDP 122 - Social Development (A)","SP15","55","30","80.0%","70.0%","5.60","B+ (3.31)","B+ (3.34)"
"Lieberman, Amy M","HDP 150 - Senior Seminar (A)","SP15","19","6","100.0%","100.0%","4.17","B+ (3.50)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (B)","SP15","19","16","68.8%","93.8%","4.13","B+ (3.44)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (C)","SP15","15","11","100.0%","100.0%","4.30","B+ (3.45)","N/A"
"Haist, Frank","HDP 160 - Special Topics/Human Develpmnt (A)","SP15","10","8","100.0%","100.0%","4.00","A- (3.75)","N/A"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","SP15","31","31","93.5%","100.0%","6.05","B+ (3.47)","B+ (3.60)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","SP15","18","7","85.7%","100.0%","14.21","B (3.14)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","SP15","20","5","100.0%","100.0%","8.00","B (3.20)","C+ (2.61)"
"Reese, Clarissa Jane","HDP 98 - Directed Group Study (A)","SP15","14","10","100.0%","100.0%","0.70","A (4.00)","N/A"
"Carver, Leslie J.","HDP 110 - Brain & Behavioral Development (A)","WI15","97","38","100.0%","94.6%","4.39","B+ (3.54)","B+ (3.32)"
"Boyd, Jeremy Kenyon","HDP 120 - Language Development (A)","WI15","62","53","90.6%","100.0%","4.73","B+ (3.38)","C+ (2.57)"
"Parish, Steven Martin","HDP 133 - Socio-Cultural Foundations (A)","WI15","92","30","76.7%","76.7%","3.17","A- (3.73)","A- (3.88)"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (A)","WI15","20","18","100.0%","100.0%","3.72","B+ (3.53)","B+ (3.43)"
"Ackerman, Farrell","HDP 171 - Diversity in Human Development (A)","WI15","17","11","100.0%","100.0%","4.90","A- (3.70)","N/A"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (A)","WI15","11","7","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Blumenthal, Emily Jeanne","HDP 181 - Exper Proj/Human Dev. Research (B)","WI15","18","9","88.9%","100.0%","6.72","B+ (3.44)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","WI15","22","10","77.8%","100.0%","10.94","B (3.11)","B (3.18)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","WI15","22","11","81.8%","100.0%","9.90","B (3.09)","B (3.18)"
"Ackerman, Farrell","HDP 98 - Directed Group Study (A)","WI15","17","7","100.0%","100.0%","2.21","N/A","N/A"
"Ackerman, Farrell","HDP 1 - Intro to Human Development (A)","FA14","242","116","94.5%","86.4%","4.14","B+ (3.54)","B+ (3.36)"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (B)","FA14","19","18","88.2%","94.1%","4.15","B+ (3.47)","N/A"
"Roberts, Amanda J","HDP 160 - Special Topics/Human Develpmnt (A)","FA14","116","41","100.0%","100.0%","3.11","B+ (3.47)","B (3.07)"
"Ark, Wendy S","HDP 181 - Exper Proj/Human Dev. Research (A)","FA14","34","11","90.9%","100.0%","5.70","B+ (3.55)","B+ (3.54)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","FA14","20","12","100.0%","100.0%","10.10","B+ (3.30)","B (3.01)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","FA14","18","14","100.0%","100.0%","11.42","B (3.18)","N/A"
"Leaver, Echo Elizabeth","HDP 150 - Senior Seminar (A)","S114","18","7","85.7%","100.0%","6.21","A (4.00)","N/A"
"Wanic, Rebekah Amelie","HDP 122 - Social Development (A)","SP14","94","40","87.5%","85.0%","4.10","B (3.21)","B- (2.98)"
"Collins, Caroline Imani","HDP 135 - MMPP: Practicum in Child Dev (A)","SP14","3","3","100.0%","100.0%","7.17","B (3.00)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (A)","SP14","22","20","80.0%","95.0%","3.90","B+ (3.65)","B+ (3.64)"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (B)","SP14","26","24","82.6%","95.7%","3.63","B+ (3.48)","B+ (3.64)"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (C)","SP14","25","23","100.0%","100.0%","3.77","B+ (3.59)","B+ (3.64)"
"Lee, Leslie","HDP 181 - Exper Proj/Human Dev. Research (A)","SP14","29","24","83.3%","91.7%","6.33","B (3.22)","B+ (3.30)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","SP14","24","20","94.7%","94.7%","9.13","B (3.21)","B- (2.87)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","SP14","22","14","100.0%","100.0%","9.50","B (3.29)","B- (2.87)"
"Carper, Ruth A","HDP 110 - Brain & Behavioral Development (A)","WI14","109","58","92.7%","89.1%","5.44","B (3.18)","B (3.04)"
"Boyd, Jeremy Kenyon","HDP 120 - Language Development (A)","WI14","67","61","91.8%","93.4%","4.63","B (3.17)","B- (2.80)"
"Parish, Steven Martin","HDP 133 - Socio-Cultural Foundations (A)","WI14","83","36","82.9%","82.9%","3.29","A- (3.74)","A- (3.71)"
"Collins, Caroline Imani","HDP 135 - MMPP: Practicum in Child Dev (A)","WI14","9","8","100.0%","100.0%","5.50","B+ (3.38)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (A)","WI14","24","21","85.7%","85.7%","5.07","B+ (3.33)","B- (2.95)"
"Lee, Leslie","HDP 181 - Exper Proj/Human Dev. Research (A)","WI14","30","28","85.7%","92.9%","4.57","B+ (3.57)","B+ (3.51)"
"Lee, Leslie","HDP 181 - Exper Proj/Human Dev. Research (B)","WI14","27","25","92.0%","96.0%","3.62","B+ (3.40)","B+ (3.51)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","WI14","22","12","72.7%","90.9%","8.50","B+ (3.45)","B- (2.95)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","WI14","25","10","100.0%","100.0%","8.50","B+ (3.30)","B- (2.95)"
"Ackerman, Farrell","HDP 1 - Introduction/Human Development (A)","FA13","238","129","88.5%","86.1%","4.21","B+ (3.47)","B (3.21)"
"Deak, Gedeon O.","HDP 121 - The Developing Mind (A)","FA13","39","17","58.8%","47.1%","5.09","B (3.06)","B- (2.83)"
"Collins, Caroline Imani","HDP 135 - Practicum in Child Development (A)","FA13","6","5","100.0%","100.0%","5.30","B+ (3.40)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (A)","FA13","21","20","90.0%","95.0%","4.30","B (3.20)","B+ (3.30)"
"Boyd, Jeremy Kenyon","HDP 181 - Exper Proj/Human Dev. Research (A)","FA13","37","34","70.6%","85.3%","4.85","B+ (3.50)","B+ (3.52)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","FA13","19","6","83.3%","83.3%","10.83","B- (2.83)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","FA13","19","6","83.3%","100.0%","8.17","B+ (3.50)","N/A"
"Spilkin, Amy M.","HDP 150 - Senior Seminar (A)","S113","17","4","100.0%","100.0%","5.50","A- (3.75)","N/A"
"Boyd, Jeremy Kenyon","HDP 120 - Language Development (A)","SP13","122","107","86.0%","88.8%","4.12","B (3.13)","C+ (2.61)"
"Sweet, Monica Ann","HDP 122 - Social Development (A)","SP13","90","40","85.0%","65.0%","3.88","B+ (3.42)","B (3.08)"
"Collins, Caroline Imani","HDP 135 - Practicum in Child Development (A)","SP13","6","6","100.0%","100.0%","4.17","A- (3.80)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (A)","SP13","24","23","82.6%","95.7%","4.41","B (3.22)","B+ (3.41)"
"Sweet, Monica Ann","HDP 150 - Senior Seminar (B)","SP13","25","8","100.0%","75.0%","2.75","A- (3.75)","B+ (3.50)"
"Spilkin, Amy M.","HDP 150 - Senior Seminar (C)","SP13","24","15","100.0%","100.0%","3.03","B+ (3.53)","A- (3.78)"
"Spilkin, Amy M.","HDP 181 - Exper Proj/Human Dev. Research (A)","SP13","33","15","93.3%","100.0%","4.23","B+ (3.53)","B+ (3.34)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","SP13","24","18","88.9%","94.4%","10.83","B (3.11)","B- (2.81)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","SP13","24","13","84.6%","84.6%","7.73","B+ (3.33)","B- (2.81)"
"Ackerman, Farrell","HDP 98 - Directed Group Study (A)","SP13","15","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Carper, Ruth A","HDP 110 - Brain & Behavioral Development (A)","WI13","127","66","93.9%","86.4%","4.53","B+ (3.44)","B (3.22)"
"Wilson, Deborah Downing","HDP 115 - Media&Design/Soc Lrn Contexts (A)","WI13","8","5","100.0%","100.0%","2.90","A (4.00)","N/A"
"Parish, Steven Martin","HDP 133 - Socio-Cultural Foundations (A)","WI13","129","62","69.4%","66.1%","3.91","B+ (3.30)","B+ (3.39)"
"Collins, Caroline Imani","HDP 135 - Practicum in Child Development (A)","WI13","6","6","100.0%","100.0%","4.50","A (4.00)","N/A"
"Boyd, Jeremy Kenyon","HDP 150 - Senior Seminar (A)","WI13","21","20","90.0%","95.0%","5.00","B+ (3.55)","B (3.21)"
"Spilkin, Amy M.","HDP 181 - Exper Proj/Human Dev. Research (A)","WI13","26","14","92.9%","78.6%","5.50","B (3.29)","B (3.25)"
"Spilkin, Amy M.","HDP 181 - Exper Proj/Human Dev. Research (B)","WI13","28","13","83.3%","83.3%","6.00","B+ (3.50)","B (3.25)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","WI13","20","7","83.3%","100.0%","11.17","B (3.17)","B (3.00)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","WI13","23","7","57.1%","85.7%","8.50","B+ (3.57)","B (3.00)"
"Ackerman, Farrell","HDP 1 - Introduction/Human Development (A)","FA12","287","124","84.5%","79.1%","3.78","B+ (3.47)","B (3.08)"
"Rosero, Ivan D.","HDP 115 - Media&Design/Soc Lrn Contexts (A)","FA12","4","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Deak, Gedeon O.","HDP 121 - The Developing Mind (A)","FA12","57","19","64.7%","47.1%","5.44","B (3.06)","B- (2.97)"
"Collins, Caroline Imani","HDP 135 - Practicum in Child Development (A)","FA12","7","7","100.0%","100.0%","5.36","B+ (3.57)","N/A"
"Woolpert, Darin","HDP 150 - Senior Seminar (A)","FA12","22","12","90.9%","90.9%","4.68","B+ (3.45)","B (3.17)"
"Spilkin, Amy M.","HDP 181 - Exper Proj/Human Dev. Research (A)","FA12","34","12","80.0%","80.0%","5.83","B+ (3.45)","B (3.22)"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (A)","FA12","17","10","90.0%","100.0%","10.90","B+ (3.50)","N/A"
"Reese, Clarissa Jane","HDP 191 - Field Resrch/Human Development (B)","FA12","20","7","83.3%","100.0%","8.50","B+ (3.33)","B- (2.98)"
"Johnson, Rachel Stewart","HDP 150   - Senior Seminar                 (A)","S212","16","5","60.0%","80.0%","3.70","A (4.00)","N/A"
"Roberts, Amanda J","HDP 160   - Special Topics/Human Develpmnt (A)","S212","66","20","95.0%","95.0%","4.60","B+ (3.42)","B+ (3.39)"
"Borovsky, Arielle A.","HDP 120   - Language Development           (A)","SP12","118","101","80.2%","82.0%","4.32","A- (3.71)","B+ (3.51)"
"Sweet, Monica Ann","HDP 122   - Social Development             (A)","SP12","104","92","90.2%","78.3%","3.55","B (3.29)","B (3.07)"
"Collins, Caroline Imani","HDP 135   - Practicum in Child Development (A)","SP12","18","17","94.1%","100.0%","6.15","A- (3.75)","N/A"
"Collins, Caroline Imani","HDP 135   - Practicum in Child Development (A)","SP12","9","9","88.9%","100.0%","6.28","B+ (3.56)","N/A"
"Sweet, Monica Ann","HDP 150   - Senior Seminar                 (A)","SP12","24","18","83.3%","94.1%","4.50","B+ (3.50)","B+ (3.63)"
"Sweet, Monica Ann","HDP 150   - Senior Seminar                 (B)","SP12","22","20","75.0%","100.0%","4.20","B+ (3.30)","B+ (3.63)"
"Spilkin, Amy M.","HDP 181   - Exper Proj/Human Dev. Research (A)","SP12","33","19","94.7%","94.7%","6.71","B+ (3.37)","B+ (3.38)"
"Spilkin, Amy M.","HDP 181   - Exper Proj/Human Dev. Research (B)","SP12","30","19","94.4%","100.0%","5.17","B+ (3.63)","B+ (3.38)"
"Reese, Clarissa Jane","HDP 191   - Field Resrch/Human Development (A)","SP12","17","11","72.7%","90.9%","10.68","B (3.27)","N/A"
"Reese, Clarissa Jane","HDP 191   - Field Resrch/Human Development (B)","SP12","21","12","75.0%","91.7%","10.33","B (3.18)","B (3.07)"
"Ackerman, Farrell","HDP 98   - Directed Group Study           (A)","SP12","25","13","76.9%","76.9%","2.04","N/A","N/A"
