"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Chang, Edmond Yi-Teh","MMW 14 - Revolution,Industry & Empire (A)","FA21","344","252","58.3%","79.5%","6.40","B (3.25)","B (3.29)"
"Rahimi, Babak","MMW 122 - Exploring the Modern World (A)","S221","88","14","78.6%","85.7%","9.21","B+ (3.43)","B- (2.71)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","S221","110","26","79.2%","100.0%","5.54","B+ (3.56)","B+ (3.61)"
"Carreras, Maria Victoria","MMW 15 - Twentieth Century and Beyond (B)","S221","110","28","67.9%","82.1%","6.64","B+ (3.43)","B+ (3.61)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (C)","S221","111","40","64.1%","92.3%","6.35","B+ (3.49)","B+ (3.42)"
"Herbst, Matthew","MMW 121 - Exploring the Pre-Modern World (A)","S121","66","43","81.4%","93.0%","11.29","B+ (3.32)","C+ (2.57)"
"Adamiak, Patrick John","MMW 14 - Revolution,Industry & Empire (A)","S121","114","29","85.7%","100.0%","7.43","B+ (3.56)","B+ (3.65)"
"Palhegyi, Joel David","MMW 14 - Revolution,Industry & Empire (B)","S121","116","34","81.8%","97.0%","8.26","A- (3.71)","B+ (3.57)"
"Djordjevski, Josef","MMW 14 - Revolution,Industry & Empire (C)","S121","115","29","73.1%","96.2%","8.58","B+ (3.46)","B+ (3.32)"
"Chang, Edmond Yi-Teh","MMW 13 - New Ideas & Cultural Encountrs (A)","SP21","335","140","75.2%","97.0%","6.52","B+ (3.63)","B+ (3.47)"
"Zhiri, Oumelbanine","MMW 13 - New Ideas & Cultural Encountrs (B)","SP21","314","122","60.9%","79.1%","5.27","B+ (3.64)","B+ (3.66)"
"Vitkus, Daniel J.","MMW 13 - New Ideas & Cultural Encountrs (C)","SP21","313","121","52.9%","64.7%","6.27","B+ (3.62)","B+ (3.49)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","SP21","238","71","68.7%","94.0%","4.80","B+ (3.64)","B+ (3.54)"
"Biess, Frank Peter","MMW 15 - Twentieth Century and Beyond (B)","SP21","204","121","78.5%","99.2%","5.40","B+ (3.65)","B+ (3.46)"
"Radcliff, Pamela B.","MMW 15 - Twentieth Century and Beyond (C)","SP21","236","82","67.5%","97.5%","5.78","A- (3.74)","A- (3.73)"
"Balberg, Mira","MMW 12 - Classical & Medieval Tradition (A)","WI21","342","173","83.0%","100.0%","6.27","A- (3.72)","B+ (3.66)"
"Chang, Edmond Yi-Teh","MMW 12 - Classical & Medieval Tradition (B)","WI21","323","154","68.7%","96.6%","6.42","B+ (3.69)","B+ (3.55)"
"Chang, Edmond Yi-Teh","MMW 12 - Classical & Medieval Tradition (C)","WI21","336","181","78.0%","98.3%","6.30","B+ (3.62)","B+ (3.50)"
"Patterson, Patrick H.","MMW 122 - Exploring the Modern World (A)","WI21","202","82","76.9%","94.7%","7.20","A- (3.81)","B+ (3.67)"
"Rahimi, Babak","MMW 122 - Exploring the Modern World (B)","WI21","200","106","73.1%","72.0%","8.63","B+ (3.53)","B+ (3.30)"
"Hertz, Deborah","MMW 14 - Revolution,Industry & Empire (A)","WI21","113","61","69.6%","87.5%","5.39","B+ (3.64)","B+ (3.57)"
"Keller-Lapp, Heidi M.","MMW 14 - Revolution,Industry & Empire (B)","WI21","203","93","67.9%","90.4%","5.76","B (3.23)","B+ (3.46)"
"Myerston Santana, Jacobo","MMW 11 - Pre-History & Ancient Foundatn (A)","FA20","300","174","82.1%","90.4%","5.20","A- (3.70)","B+ (3.64)"
"duBois, Page Ann","MMW 11 - Pre-History & Ancient Foundatn (B)","FA20","298","167","88.3%","96.3%","5.50","B+ (3.69)","B+ (3.62)"
"Chang, Edmond Yi-Teh","MMW 11 - Pre-History & Ancient Foundatn (C)","FA20","389","207","86.1%","96.5%","6.14","B+ (3.68)","B+ (3.64)"
"Herbst, Matthew","MMW 121R - Exploring the Pre-Modern World (A)","FA20","195","80","88.5%","97.4%","8.12","A- (3.74)","B+ (3.40)"
"Herbst, Matthew","MMW 121R - Exploring the Pre-Modern World (B)","FA20","228","100","86.0%","91.4%","7.31","B+ (3.54)","B+ (3.42)"
"Chang, Edmond Yi-Teh","MMW 14 - Revolution,Industry & Empire (A)","FA20","288","126","67.8%","95.0%","5.59","B+ (3.52)","B+ (3.43)"
"Rahimi, Babak","MMW 122 - Exploring the Modern World (A)","S220","110","24","52.6%","83.3%","10.00","B (3.25)","B+ (3.36)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","S220","167","67","70.8%","87.5%","6.98","B+ (3.51)","B+ (3.41)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (B)","S220","171","56","67.3%","87.3%","6.94","B+ (3.64)","B+ (3.49)"
"Herbst, Matthew","MMW 121 - Exploring the Pre-Modern World (A)","S120","72","9","77.8%","87.5%","10.06","B+ (3.33)","B (3.19)"
"Palhegyi, Joel David","MMW 14 - Revolution,Industry & Empire (A)","S120","225","76","81.3%","97.3%","8.21","B+ (3.53)","B+ (3.60)"
"Adamiak, Patrick John","MMW 14 - Revolution,Industry & Empire (B)","S120","204","67","80.0%","98.5%","8.38","B+ (3.53)","B+ (3.51)"
"Rahimi, Babak","MMW 13 - New Ideas & Cultural Encountrs (A)","SP20","383","184","62.1%","86.0%","6.22","B+ (3.46)","A- (3.77)"
"Vitkus, Daniel J.","MMW 13 - New Ideas & Cultural Encountrs (B)","SP20","321","115","56.5%","88.9%","6.57","B+ (3.53)","B+ (3.61)"
"Rahimi, Babak","MMW 13 - New Ideas & Cultural Encountrs (C)","SP20","382","141","52.6%","84.4%","7.39","B+ (3.49)","A- (3.73)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","SP20","298","117","82.6%","95.6%","5.28","B+ (3.68)","A- (3.78)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (B)","SP20","268","93","79.3%","95.7%","5.15","B+ (3.55)","A- (3.92)"
"Prestholdt, Jeremy","MMW 15 - Twentieth Century and Beyond (C)","SP20","299","109","73.1%","87.5%","5.09","A- (3.72)","A- (3.87)"
"Balberg, Mira","MMW 12 - Classical & Medieval Tradition (A)","WI20","373","190","70.9%","94.9%","5.36","B+ (3.41)","B+ (3.52)"
"Chang, Edmond Yi-Teh","MMW 12 - Classical & Medieval Tradition (B)","WI20","383","200","63.7%","89.5%","6.54","B- (2.96)","B (3.27)"
"Smarr, Janet L.","MMW 12 - Classical & Medieval Tradition (C)","WI20","313","174","62.5%","73.3%","5.65","B (3.28)","B+ (3.36)"
"Palhegyi, Joel David","MMW 122 - Exploring the Modern World (A)","WI20","233","105","72.7%","91.8%","5.92","B (3.13)","B (3.15)"
"Zhiri, Oumelbanine","MMW 122 - Exploring the Modern World (B)","WI20","150","72","55.1%","63.2%","6.11","B+ (3.38)","B+ (3.45)"
"Herbst, Matthew","MMW 122 - Exploring the Modern World (C)","WI20","14","5","100.0%","100.0%","10.50","A (4.00)","N/A"
"Hertz, Deborah","MMW 14 - Revolution,Industry & Empire (A)","WI20","118","74","66.2%","77.5%","4.87","B+ (3.64)","A- (3.74)"
"Chang, Edmond Yi-Teh","MMW 14 - Revolution,Industry & Empire (B)","WI20","280","114","62.5%","90.1%","6.18","B (3.28)","B+ (3.40)"
"Blanco, John D","MMW 14 - Revolution,Industry & Empire (C)","WI20","83","48","35.6%","63.6%","3.59","B (3.26)","B+ (3.50)"
"Herbst, Matthew","MMW 14 - Revolution,Industry & Empire (D)","WI20","15","8","100.0%","100.0%","5.36","B+ (3.63)","N/A"
"Myerston Santana, Jacobo","MMW 11 - Pre-History & Ancient Foundatn (A)","FA19","143","83","76.0%","77.0%","5.46","B (3.28)","B+ (3.60)"
"Chang, Edmond Yi-Teh","MMW 11 - Pre-History & Ancient Foundatn (B)","FA19","306","188","80.7%","97.1%","6.52","B (3.28)","B- (2.98)"
"duBois, Page Ann","MMW 11 - Pre-History & Ancient Foundatn (C)","FA19","307","156","72.8%","90.3%","5.33","B (3.30)","B (3.19)"
"Herbst, Matthew","MMW 11 - Pre-History & Ancient Foundatn (D)","FA19","306","233","76.9%","96.3%","6.79","B (3.26)","B (3.27)"
"Keller-Lapp, Heidi M.","MMW 121 - Exploring the Pre-Modern World (A)","FA19","130","118","73.9%","90.4%","6.60","B (3.23)","B (3.17)"
"Chang, Edmond Yi-Teh","MMW 121 - Exploring the Pre-Modern World (B)","FA19","323","200","57.0%","90.1%","7.07","B (3.12)","B- (2.75)"
"Patterson, Patrick H.","MMW 14 - Revolution,Industry & Empire (A)","FA19","364","287","74.3%","89.4%","5.47","B+ (3.50)","B+ (3.54)"
"Peterson, Johanna Lee","MMW 122 - Exploring the Modern World (A)","S219","79","59","55.9%","81.0%","9.82","B (3.10)","B (3.01)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","S219","158","93","81.6%","95.2%","8.06","B+ (3.33)","B+ (3.50)"
"Patterson, Patrick H.","MMW 121 - Exploring the Pre-Modern World (A)","S119","45","43","81.4%","97.7%","10.31","B+ (3.42)","B (3.24)"
"Adamiak, Patrick John","MMW 14 - Revolution,Industry & Empire (A)","S119","186","102","68.1%","96.7%","7.00","B (3.22)","B (3.27)"
"Herbst, Matthew","MMW 14GS - Revolution, Industry & Empire (A)","S119","18","9","100.0%","100.0%","6.94","B+ (3.56)","N/A"
"Radcliff, Pamela B.","MMW 15GS - Twentieth Century and Beyond (A)","S119","26","22","95.5%","100.0%","6.23","B+ (3.45)","B+ (3.60)"
"Kwak, Nancy","MMW 15GS - Twentieth Century and Beyond (B)","S119","24","7","100.0%","100.0%","5.93","A (4.00)","B+ (3.49)"
"Rahimi, Babak","MMW 13 - New Ideas & Cultural Encountrs (A)","SP19","360","230","55.3%","81.3%","5.75","B+ (3.41)","B+ (3.36)"
"Chang, Edmond Yi-Teh","MMW 13 - New Ideas & Cultural Encountrs (B)","SP19","351","242","70.5%","95.0%","6.84","B (3.02)","B (3.02)"
"Chang, Edmond Yi-Teh","MMW 13 - New Ideas & Cultural Encountrs (C)","SP19","346","239","58.7%","87.8%","6.40","B (3.04)","B (3.02)"
"Radcliff, Pamela B.","MMW 15 - Twentieth Century and Beyond (A)","SP19","248","201","66.5%","88.2%","5.19","B+ (3.42)","B+ (3.34)"
"Prestholdt, Jeremy","MMW 15 - Twentieth Century and Beyond (B)","SP19","248","155","68.0%","90.0%","4.37","B (3.25)","B+ (3.35)"
"Kwak, Nancy","MMW 15 - Twentieth Century and Beyond (C)","SP19","252","124","57.1%","82.4%","4.50","B+ (3.47)","B+ (3.48)"
"Goldstein, Paul S","MMW 12 - Classical & Medieval Tradition (A)","WI19","276","187","57.2%","64.9%","5.61","B (3.21)","B (3.10)"
"Smarr, Janet L.","MMW 12 - Classical & Medieval Tradition (B)","WI19","403","312","58.1%","80.8%","6.47","B (3.12)","B (3.13)"
"Herbst, Matthew","MMW 12 - Classical & Medieval Tradition (C)","WI19","375","284","73.9%","96.3%","7.52","B (3.20)","B (3.20)"
"Chang, Edmond Yi-Teh","MMW 122 - Exploring the Modern World (A)","WI19","281","176","48.1%","79.9%","6.95","B (3.13)","B- (2.83)"
"Zhiri, Oumelbanine","MMW 122 - Exploring the Modern World (B)","WI19","152","99","29.9%","46.9%","5.45","B- (2.98)","B- (2.80)"
"Chang, Edmond Yi-Teh","MMW 14 - Revolution,Industry & Empire (A)","WI19","299","163","73.2%","94.0%","5.81","B (3.29)","B+ (3.33)"
"Hertz, Deborah","MMW 14 - Revolution,Industry & Empire (B)","WI19","174","102","45.7%","48.4%","4.63","B+ (3.49)","B+ (3.32)"
"Herbst, Matthew","MMW 14 - Revolution,Industry & Empire (C)","WI19","3","3","66.7%","100.0%","7.83","B+ (3.33)","N/A"
"duBois, Page Ann","MMW 11 - Pre-History & Ancient Foundatn (A)","FA18","322","256","78.0%","93.9%","5.08","B+ (3.52)","B+ (3.39)"
"Jordan, David K.","MMW 11 - Pre-History & Ancient Foundatn (B)","FA18","268","208","62.0%","73.1%","7.94","B- (2.90)","B- (2.99)"
"Chang, Edmond Yi-Teh","MMW 11 - Pre-History & Ancient Foundatn (C)","FA18","278","193","86.8%","98.9%","6.88","B (3.18)","B- (2.94)"
"Herbst, Matthew","MMW 11 - Pre-History & Ancient Foundatn (D)","FA18","302","262","84.2%","98.0%","7.12","B (3.26)","B (3.29)"
"Myerston Santana, Jacobo","MMW 11 - Pre-History & Ancient Foundatn (D)","FA18","302","234","84.0%","59.0%","6.92","B (3.26)","N/A"
"Keller-Lapp, Heidi M.","MMW 121 - Exploring the Pre-Modern World (A)","FA18","203","180","61.6%","87.4%","6.33","B+ (3.30)","B (3.08)"
"Patterson, Patrick H.","MMW 121 - Exploring the Pre-Modern World (B)","FA18","291","263","66.9%","92.6%","7.24","B+ (3.34)","B (3.15)"
"Chang, Edmond Yi-Teh","MMW 14 - Revolution,Industry & Empire (A)","FA18","295","185","66.5%","91.9%","6.08","B (3.24)","B (3.21)"
"Tasyakan, Baris","MMW 122 - Exploring the Modern World (A)","S218","82","73","57.5%","87.7%","7.73","B- (2.88)","B- (2.81)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","S218","162","49","60.0%","93.2%","7.76","B (3.24)","B (3.07)"
"Patterson, Patrick H.","MMW 121 - Exploring the Pre-Modern World (A)","S118","56","44","86.4%","97.7%","9.45","B (3.25)","B (3.24)"
"Palhegyi, Joel David","MMW 14 - Revolution,Industry & Empire (A)","S118","167","85","58.0%","85.5%","7.95","B+ (3.35)","B (3.23)"
"Gallant, Thomas W.","MMW 14GS - Revolution, Industry & Empire (A)","S118","26","7","85.7%","100.0%","4.90","A (4.00)","A (4.00)"
"Evans, Ivan T","MMW 15GS - Twentieth Century and Beyond (A)","S118","24","6","100.0%","100.0%","1.83","B+ (3.67)","A- (3.75)"
"Rahimi, Babak","MMW 15GS - Twentieth Century and Beyond (B)","S118","26","15","100.0%","100.0%","5.57","A- (3.87)","A- (3.95)"
"Chang, Edmond Yi-Teh","MMW 13 - New Ideas & Cultural Encountrs (A)","SP18","284","208","69.7%","94.8%","6.75","B (3.15)","B (3.15)"
"Murillo, Dana V.","MMW 13 - New Ideas & Cultural Encountrs (B)","SP18","328","196","63.6%","86.5%","5.82","B+ (3.47)","B+ (3.40)"
"Rahimi, Babak","MMW 13 - New Ideas & Cultural Encountrs (C)","SP18","327","189","63.7%","79.5%","6.04","B+ (3.41)","B+ (3.33)"
"Radcliff, Pamela B.","MMW 15 - Twentieth Century and Beyond (A)","SP18","240","209","63.9%","94.2%","5.25","B+ (3.34)","B+ (3.37)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (B)","SP18","261","157","79.9%","97.2%","5.92","B+ (3.35)","B (3.26)"
"Kwak, Nancy","MMW 15 - Twentieth Century and Beyond (C)","SP18","233","138","63.3%","86.7%","5.17","B (3.28)","B (3.03)"
"Cohen, Richard S.","MMW 12 - Classical & Medieval Tradition (A)","WI18","325","237","71.0%","89.5%","6.43","B+ (3.36)","B+ (3.32)"
"Smarr, Janet L.","MMW 12 - Classical & Medieval Tradition (B)","WI18","318","231","66.8%","91.2%","5.99","B+ (3.31)","B (3.17)"
"Chang, Edmond Yi-Teh","MMW 12 - Classical & Medieval Tradition (C)","WI18","318","258","67.9%","92.8%","7.51","B (3.19)","B (3.11)"
"Chang, Edmond Yi-Teh","MMW 122 - Exploring the Modern World (A)","WI18","223","173","50.0%","87.7%","6.22","B (3.10)","B- (2.97)"
"Patterson, Patrick H.","MMW 122 - Exploring the Modern World (B)","WI18","136","98","63.4%","92.4%","9.37","B+ (3.33)","B (3.10)"
"Hertz, Deborah","MMW 14 - Revolution,Industry & Empire (A)","WI18","145","118","44.3%","50.9%","4.11","B+ (3.34)","B+ (3.42)"
"Gallant, Thomas W.","MMW 14 - Revolution,Industry & Empire (B)","WI18","179","93","78.6%","95.2%","4.81","B+ (3.35)","B+ (3.42)"
"Blanco, John D","MMW 14 - Revolution,Industry & Empire (C)","WI18","140","102","59.6%","69.4%","4.82","B (3.22)","B (3.22)"
"Frank, Ross H.","MMW 14 - Revolution,Industry & Empire (D)","WI18","11","8","100.0%","100.0%","6.75","A- (3.75)","N/A"
"Herbst, Matthew","MMW 14 - Revolution,Industry & Empire (D)","WI18","11","8","100.0%","100.0%","6.75","A- (3.75)","N/A"
"duBois, Page Ann","MMW 11 - Pre-History & Ancient Foundatn (A)","FA17","275","168","72.9%","91.0%","5.21","B+ (3.40)","B (3.09)"
"Herbst, Matthew","MMW 11 - Pre-History & Ancient Foundatn (B)","FA17","241","163","74.1%","95.5%","7.59","B (3.17)","B (3.11)"
"Myerston Santana, Jacobo","MMW 11 - Pre-History & Ancient Foundatn (B)","FA17","241","163","74.1%","59.4%","7.59","B (3.17)","B (3.11)"
"Chang, Edmond Yi-Teh","MMW 11 - Pre-History & Ancient Foundatn (C)","FA17","246","182","86.4%","97.2%","7.49","B+ (3.40)","B+ (3.32)"
"Jordan, David K.","MMW 11 - Pre-History & Ancient Foundatn (D)","FA17","147","104","69.8%","86.2%","6.44","B (3.15)","B (3.21)"
"Keller-Lapp, Heidi M.","MMW 121 - Exploring the Pre-Modern World (A)","FA17","109","91","76.9%","93.4%","7.31","B (3.14)","B (3.10)"
"Chang, Edmond Yi-Teh","MMW 121 - Exploring the Pre-Modern World (B)","FA17","294","216","66.2%","95.7%","6.64","B (3.25)","B (3.24)"
"Cassedy, Steven Dennis","MMW 14 - Revolution,Industry & Empire (A)","FA17","226","140","69.2%","90.2%","4.92","B+ (3.42)","B+ (3.45)"
"Radcliff, Pamela B.","MMW 15GS - Twentieth Century and Beyond (A)","S317","27","6","83.3%","100.0%","6.50","B+ (3.50)","N/A"
"Stewart, Alexander B","MMW 122 - Exploring the Modern World (A)","S217","71","30","50.0%","72.0%","9.21","B- (2.75)","N/A"
"Patterson, Patrick H.","MMW 14GS - Revolution, Industry & Empire (A)","S217","27","23","82.6%","100.0%","7.98","B+ (3.57)","N/A"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","S217","147","58","75.0%","92.0%","8.85","B (3.26)","N/A"
"Patterson, Patrick H.","MMW 121 - Exploring the Pre-Modern World (A)","S117","58","47","76.1%","95.5%","9.89","B- (2.98)","B (3.21)"
"Bolar, Richard Allen","MMW 14 - Revolution,Industry & Empire (A)","S117","164","47","63.0%","86.4%","7.31","B (3.09)","B (3.03)"
"Herbst, Matthew","MMW 14GS - Revolution, Industry & Empire (A)","S117","23","21","95.2%","100.0%","6.50","B+ (3.67)","B+ (3.32)"
"Evans, Ivan T","MMW 15GS - Twentieth Century and Beyond (B)","S117","14","3","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Chang, Edmond Yi-Teh","MMW 13 - New Ideas & Cultural Encountrs (A)","SP17","321","221","71.5%","97.6%","7.18","B (3.19)","B (3.12)"
"Murillo, Dana V.","MMW 13 - New Ideas & Cultural Encountrs (B)","SP17","290","200","73.0%","91.0%","6.05","B+ (3.34)","B (3.29)"
"Rahimi, Babak","MMW 13 - New Ideas & Cultural Encountrs (C)","SP17","319","214","65.3%","83.9%","6.69","B+ (3.36)","B+ (3.37)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","SP17","224","183","74.7%","95.9%","5.62","B (3.17)","B (3.26)"
"Kwak, Nancy","MMW 15 - Twentieth Century and Beyond (B)","SP17","223","137","63.4%","90.8%","5.18","B (3.25)","B (3.23)"
"Evans, Ivan T","MMW 15 - Twentieth Century and Beyond (C)","SP17","174","83","68.9%","87.8%","4.14","B+ (3.43)","B+ (3.40)"
"Stewart, Alexander B","MMW 12 - Classical & Medieval Tradition (A)","WI17","322","265","54.6%","70.8%","7.94","B (3.07)","B- (2.92)"
"Smarr, Janet L.","MMW 12 - Classical & Medieval Tradition (B)","WI17","308","231","69.1%","84.3%","6.85","B (3.22)","B (3.11)"
"Chang, Edmond Yi-Teh","MMW 12 - Classical & Medieval Tradition (C)","WI17","367","244","69.4%","94.0%","8.62","B (3.11)","B- (2.93)"
"Cassedy, Steven Dennis","MMW 122 - Exploring the Modern World (A)","WI17","157","64","66.7%","93.7%","5.82","B+ (3.32)","B (3.21)"
"Patterson, Patrick H.","MMW 122 - Exploring the Modern World (B)","WI17","213","174","60.2%","92.4%","8.73","B+ (3.37)","B (3.29)"
"Blanco, John D","MMW 14 - Revolution,Industry & Empire (A)","WI17","107","75","45.7%","38.6%","5.57","B (3.12)","B (3.07)"
"Hertz, Deborah","MMW 14 - Revolution,Industry & Empire (B)","WI17","234","151","48.6%","43.8%","4.78","B (3.30)","B+ (3.51)"
"Chang, Edmond Yi-Teh","MMW 14 - Revolution,Industry & Empire (C)","WI17","239","107","68.6%","94.1%","5.91","B (3.24)","B (3.27)"
"Jordan, David K.","MMW 11 - Pre-History & Ancient Foundatn (A)","FA16","286","158","65.7%","67.8%","7.65","B- (2.99)","B (3.26)"
"Chang, Edmond Yi-Teh","MMW 11 - Pre-History & Ancient Foundatn (B)","FA16","366","274","88.0%","98.1%","7.98","B (3.28)","B (3.15)"
"duBois, Page Ann","MMW 11 - Pre-History & Ancient Foundatn (C)","FA16","365","180","81.3%","88.6%","5.89","B+ (3.40)","B (3.24)"
"Keller-Lapp, Heidi M.","MMW 121 - Exploring the Pre-Modern World (A)","FA16","176","141","60.0%","79.3%","6.59","B (3.12)","B (3.10)"
"Chang, Edmond Yi-Teh","MMW 121 - Exploring the Pre-Modern World (B)","FA16","288","205","63.1%","93.8%","7.35","B (3.08)","B- (2.99)"
"Patterson, Patrick H.","MMW 122 - Exploring the Modern World (A)","S216","75","41","68.4%","94.7%","10.72","B (3.17)","B (3.02)"
"Chang, Edmond Yi-Teh","MMW 15 - Twentieth Century and Beyond (A)","S216","147","97","78.3%","93.5%","7.60","B (3.12)","B- (2.90)"
