"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Brouwer, Kimberly","FPMU 101 - Epidemiology (A)","SP16","74","66","89.2%","78.5%","4.91","B (3.25)","B- (2.99)"
"Edland, Steven D.","FPMU 102 - Biostatistics in Public Health (A)","SP16","58","27","81.5%","59.3%","5.17","A- (3.77)","B+ (3.52)"
"Edland, Steven D.","FPMU 102 - Biostatistics in Public Health (B)","SP16","59","39","83.8%","70.3%","6.33","B+ (3.64)","B+ (3.57)"
"Nodora, Jesse","FPMU 120 - Health Policies Healthy Lfesty (A)","SP16","67","59","77.6%","96.6%","5.20","B+ (3.44)","B+ (3.44)"
"Rabin, Adrienn Borsika","FPMU 120 - Health Policies Healthy Lfesty (A)","SP16","67","61","78.3%","86.7%","5.21","B+ (3.44)","B+ (3.44)"
"Shi, Yuyan","FPMU 120 - Health Policies Healthy Lfesty (B)","SP16","62","60","96.6%","96.6%","4.29","A- (3.73)","A- (3.86)"
"McMenamin, Sara B","FPMU 120 - Health Policies Healthy Lfesty (C)","SP16","59","53","90.6%","98.1%","4.54","B+ (3.48)","B+ (3.49)"
"Ryan, Margaret Angela Kapp","FPMU 130 - Environment & Occuption Health (A)","SP16","78","71","95.8%","97.2%","4.93","B+ (3.46)","B+ (3.51)"
"Navarro, Ana","FPMU 180C - Advanced Practicum III (B)","SP16","15","15","85.7%","85.7%","5.73","A- (3.85)","N/A"
"Aldelaimy, Wael","FPMU 101 - Epidemiology (A)","WI16","75","66","89.2%","76.9%","5.59","B (3.13)","B- (2.86)"
"Vaida, Florin","FPMU 102 - Biostatistics in Public Health (A)","WI16","52","30","60.7%","60.7%","5.29","B+ (3.36)","B (3.21)"
"Vaida, Florin","FPMU 102 - Biostatistics in Public Health (B)","WI16","52","27","88.9%","85.2%","7.12","B (3.19)","B (3.21)"
"Hartman, Sheri R","FPMU 110 - Health Behavior & Chronic Dis (A)","WI16","42","41","92.7%","92.7%","4.45","B+ (3.33)","B- (2.89)"
"Hartman, Sheri R","FPMU 110 - Health Behavior & Chronic Dis (B)","WI16","59","56","87.5%","83.9%","4.58","B+ (3.35)","B- (2.89)"
"Marquez, Becky","FPMU 110 - Health Behavior & Chronic Dis (C)","WI16","53","47","91.5%","89.4%","4.07","B+ (3.54)","B (3.00)"
"Hong, Suzi","FPMU 110 - Health Behavior & Chronic Dis (D)","WI16","62","56","81.8%","83.6%","5.03","B (3.04)","B (3.24)"
"Navarro, Ana","FPMU 180B - Advanced Practicum II (A)","WI16","16","5","100.0%","100.0%","9.17","A (4.00)","N/A"
"Trinidad, Dennis Ryan","FPMU 40 - Introduction to Public Health (A)","WI16","129","117","98.3%","95.7%","4.24","B+ (3.56)","B+ (3.36)"
"Marcus, Bess H","FPMU 87 - Freshman Seminar (A)","WI16","10","6","83.3%","100.0%","1.17","N/A","N/A"
"Suarez, Jose R","FPMU 101 - Epidemiology (A)","FA15","37","33","100.0%","96.9%","5.75","B+ (3.44)","B- (2.92)"
"Ryan, Margaret Angela Kapp","FPMU 130 - Environment & Occuption Health (A)","FA15","73","71","95.7%","100.0%","4.99","B+ (3.44)","B+ (3.57)"
"Navarro, Ana","FPMU 180A - Advanced Practicum I (A)","FA15","17","6","100.0%","83.3%","4.10","A (4.00)","N/A"
"Anderson, Cheryl Ann Marie","FPMU 40 - Introduction to Public Health (A)","FA15","124","102","91.1%","88.1%","4.94","B (3.26)","C+ (2.63)"
"Aldelaimy, Wael","FPMU 101A - Epidemiology & Biostatistics A (A)","SP15","64","49","78.7%","70.2%","6.37","B- (2.89)","C+ (2.51)"
"Suarez, Jose R","FPMU 101A - Epidemiology & Biostatistics A (A)","SP15","64","49","78.7%","89.4%","6.37","B- (2.89)","C+ (2.51)"
"Vaida, Florin","FPMU 101B - Epidemiology & Biostatistics B (A)","SP15","67","42","73.2%","61.0%","7.47","B (3.07)","B (3.07)"
"Liu, Lin","FPMU 101B - Epidemiology & Biostatistics B (B)","SP15","74","51","80.0%","56.0%","6.76","B (3.28)","B (3.07)"
"Vaida, Florin","FPMU 101B - Epidemiology & Biostatistics B (B)","SP15","74","51","80.0%","86.0%","6.76","B (3.28)","B (3.07)"
"McMenamin, Sara B","FPMU 120 - Health Policies Healthy Lfesty (A)","SP15","125","116","91.3%","98.3%","4.66","B+ (3.46)","B+ (3.36)"
"Shi, Yuyan","FPMU 120 - Health Policies Healthy Lfesty (A)","SP15","125","116","93.0%","88.7%","4.68","B+ (3.46)","B+ (3.36)"
"Ryan, Margaret Angela Kapp","FPMU 130 - Environment & Occuption Health (A)","SP15","81","74","98.6%","100.0%","4.91","B+ (3.46)","B+ (3.52)"
"Checkoway, Harvey","FPMU 101A - Epidemiology & Biostatistics A (A)","WI15","147","129","70.3%","68.0%","6.15","B (3.00)","B (3.11)"
"Lacroix, Andrea Zauderer","FPMU 101A - Epidemiology & Biostatistics A (A)","WI15","148","129","70.3%","78.9%","6.15","B (3.00)","B (3.11)"
"Cummins, Sharon Elizabeth","FPMU 110 - Health Behavior & Chronic Dis (A)","WI15","95","88","85.1%","90.8%","4.96","B (3.01)","C+ (2.52)"
"Marquez, Becky","FPMU 110 - Health Behavior & Chronic Dis (A)","WI15","94","88","85.1%","93.1%","4.96","B (3.01)","C+ (2.52)"
"Hong, Suzi","FPMU 110 - Health Behavior & Chronic Dis (B)","WI15","42","39","82.1%","92.3%","5.39","B (3.26)","B (3.02)"
"Larsen, Britta Ann","FPMU 110 - Health Behavior & Chronic Dis (B)","WI15","42","39","78.9%","94.7%","5.26","B (3.24)","B (3.02)"
"Marcus, Bess H","FPMU 87 - Freshman Seminar (A)","WI15","9","5","80.0%","100.0%","2.10","B (3.00)","N/A"
"Ryan, Margaret Angela Kapp","FPMU 130 - Environment & Occuption Health (A)","FA14","48","44","97.7%","100.0%","5.09","A- (3.73)","A- (3.81)"
"Anderson, Cheryl Ann Marie","FPMU 40 - Introduction to Public Health (A)","FA14","198","164","91.8%","95.6%","5.70","B (3.28)","B- (2.82)"
"Liu, Lin","FPMU 101B - Epidemiology & Biostatistics B (A)","SP14","38","17","76.5%","58.8%","5.44","B+ (3.63)","B+ (3.52)"
"Smith, Besa","FPMU 101B - Epidemiology & Biostatistics B (A)","SP14","37","19","70.6%","70.6%","5.32","B+ (3.53)","B+ (3.52)"
"Nodora, Jesse","FPMU 120 - Health Policies Healthy Lfesty (B)","SP14","41","34","97.1%","91.2%","4.32","B+ (3.62)","B (3.22)"
"Shi, Yuyan","FPMU 120 - Health Policies Healthy Lfesty (B)","SP14","41","33","97.0%","90.9%","4.25","B+ (3.55)","B (3.22)"
"Smith, Besa","FPMU 101A - Epidemiology & Biostatistics A (A)","WI14","68","54","51.0%","66.7%","7.17","B- (2.78)","C (2.25)"
"Marquez, Becky","FPMU 110 - Health Behavior & Chronic Dis (A)","WI14","50","44","97.7%","93.2%","4.55","B+ (3.66)","B+ (3.53)"
"Anderson, Cheryl Ann Marie","FPMU 40 - Introduction to Public Health (A)","WI14","142","124","93.5%","91.9%","4.74","B+ (3.38)","B- (2.77)"
"Anderson, Cheryl Ann Marie","FPMU 40 - Introduction to Public Health (A)","FA13","145","76","98.6%","93.2%","4.91","B+ (3.46)","B- (2.97)"
