"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (10)","FA10","18","7","100.0%","100.0%","5.64","A (4.00)","N/A"
"Kastner, Ryan Charles","ENG 100L  - Team Engineering Lab           (11)","FA10","9","9","88.9%","100.0%","9.17","B+ (3.67)","N/A"
"Tu, Charles","ENG 100A  - Team Engineering               (A)","SP10","46","23","60.9%","39.1%","5.02","B+ (3.45)","A- (3.74)"
"Williams, Ebonee P.","ENG 100B  - Engineering Leadership         (A)","SP10","5","3","66.7%","66.7%","2.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (B)","SP10","10","4","100.0%","50.0%","6.00","A- (3.75)","N/A"
"Tu, Charles","ENG 100L  - Team Engineering Laboratory    (C)","SP10","16","4","100.0%","66.7%","3.83","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Laboratory    (D)","SP10","11","4","100.0%","100.0%","4.50","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Laboratory    (E)","SP10","10","3","100.0%","100.0%","7.17","A (4.00)","N/A"
"Cole, Michael","ENG 100L  - Team Engineering Laboratory    (F)","SP10","15","4","100.0%","100.0%","4.00","A (4.00)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Laboratory    (G)","SP10","8","5","100.0%","100.0%","3.70","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L  - Team Engineering Laboratory    (H)","SP10","17","6","100.0%","100.0%","6.50","A- (3.83)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Laboratory    (I)","SP10","3","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Laboratory    (J)","SP10","10","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Sukumar, Srinivas","ENG 100A  - Team Engineering               (A)","WI10","38","9","100.0%","88.9%","1.83","A- (3.78)","A- (3.92)"
"Williams, Ebonee P.","ENG 100B  - Engineering Leadership         (A)","WI10","8","3","100.0%","100.0%","2.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (B)","WI10","12","4","100.0%","100.0%","2.50","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Laboratory    (D)","WI10","8","3","100.0%","100.0%","3.83","A (4.00)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Laboratory    (G)","WI10","12","4","100.0%","100.0%","4.50","A (4.00)","N/A"
"Bratton, Maryann","ENG 100 - Principles of Team Engineering (A)","FA09","40","34","84.8%","84.4%","3.50","B+ (3.66)","B+ (3.58)"
"Bratton, Maryann","ENG 100A - Principles of Team Engineering (A)","FA09","40","34","84.8%","84.4%","3.50","B+ (3.66)","B+ (3.58)"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (C)","FA09","10","7","100.0%","100.0%","3.93","A (4.00)","N/A"
"Griswold, William G.","ENG 100L  - Team Engineering Laboratory    (D)","FA09","6","6","100.0%","100.0%","3.83","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Laboratory    (F)","FA09","10","7","100.0%","100.0%","4.21","B+ (3.67)","N/A"
"Cole, Michael","ENG 100L  - Team Engineering Laboratory    (H)","FA09","8","8","100.0%","100.0%","5.00","A (4.00)","N/A"
"Tu, Charles","ENG 100 - Principles of Team Engineering (A)","SP09","31","20","78.9%","100.0%","3.87","B+ (3.63)","B+ (3.47)"
"Tu, Charles","ENG 100A - Principles of Team Engineering (A)","SP09","31","20","78.9%","100.0%","3.87","B+ (3.63)","B+ (3.47)"
"Tu, Charles","ENG 100L  - Team Engineering Laboratory    (B)","SP09","13","11","100.0%","100.0%","6.70","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Laboratory    (C)","SP09","9","9","100.0%","100.0%","2.94","A- (3.71)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (D)","SP09","12","10","100.0%","100.0%","4.90","A- (3.70)","N/A"
"Griswold, William G.","ENG 100L  - Team Engineering Laboratory    (E)","SP09","9","8","100.0%","100.0%","5.25","A (4.00)","N/A"
"Snavely, Allan Edward","ENG 100L  - Team Engineering Laboratory    (F)","SP09","3","3","100.0%","100.0%","3.83","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Laboratory    (G)","SP09","9","8","100.0%","100.0%","3.25","A- (3.86)","N/A"
"Cole, Michael","ENG 100L  - Team Engineering Laboratory    (H)","SP09","11","12","91.7%","100.0%","3.33","A- (3.73)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Laboratory    (I)","SP09","7","4","75.0%","100.0%","4.50","A (4.00)","N/A"
"Bratton, Maryann","ENG 100 - Principles of Team Engineering (A)","WI09","47","37","91.7%","88.9%","2.66","A- (3.73)","B+ (3.54)"
"Bratton, Maryann","ENG 100A - Principles of Team Engineering (A)","WI09","47","37","91.7%","88.9%","2.66","A- (3.73)","B+ (3.54)"
"Tu, Charles","ENG 100L  - Team Engineering Laboratory    (B)","WI09","8","5","100.0%","100.0%","9.70","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Laboratory    (D)","WI09","8","5","100.0%","100.0%","3.70","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (F)","WI09","12","11","90.9%","90.9%","4.30","B+ (3.67)","N/A"
"Griswold, William G.","ENG 100L  - Team Engineering Laboratory    (H)","WI09","6","4","100.0%","100.0%","3.00","A (4.00)","N/A"
"Cole, Michael","ENG 100L  - Team Engineering Laboratory    (M)","WI09","7","6","100.0%","100.0%","3.30","A (4.00)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Laboratory    (N)","WI09","6","6","100.0%","100.0%","3.83","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Team Engineering Laboratory (D)","FA08","8","9","100.0%","100.0%","6.06","B+ (3.50)","N/A"
"Uang, Chia-Ming","ENG 100L - Team Engineering Laboratory (E)","FA08","10","11","90.9%","81.8%","6.86","A- (3.73)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L - Team Engineering Laboratory (J)","FA08","8","7","100.0%","100.0%","3.07","A- (3.71)","N/A"
"Bratton, Maryann","ENG 100 - Principles of Team Engineering (A)","SP08","40","33","78.8%","87.9%","2.98","A- (3.84)","A- (3.76)"
"Bratton, Maryann","ENG 100A - Principles of Team Engineering (A)","SP08","40","33","78.8%","87.9%","2.98","A- (3.84)","A- (3.76)"
"Deutsch, Alin Bernard","ENG 100L  - Team Engineering Laboratory    (E)","SP08","8","7","100.0%","100.0%","5.93","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (F)","SP08","10","9","88.9%","100.0%","6.06","A (4.00)","N/A"
"Beck, Ellen L.","ENG 100L  - Team Engineering Laboratory    (J)","SP08","6","4","100.0%","100.0%","6.50","B+ (3.67)","N/A"
"Elkan, Charles Peter","ENG 100L  - Team Engineering Laboratory    (K)","SP08","3","3","100.0%","100.0%","6.50","B+ (3.67)","N/A"
"Tu, Charles","ENG 100L  - Team Engineering Laboratory    (L)","SP08","6","4","100.0%","100.0%","8.00","A- (3.75)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Laboratory    (D)","WI08","10","9","100.0%","100.0%","4.72","A- (3.75)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Laboratory    (F)","WI08","13","7","100.0%","100.0%","5.07","A- (3.86)","N/A"
"Ferrante, Jeanne","ENG 100L  - Team Engineering Laboratory    (G)","WI08","17","16","100.0%","92.3%","6.13","B+ (3.62)","N/A"
"Williams, Ebonee P.","ENG 100L  - Team Engineering Laboratory    (G)","WI08","17","15","100.0%","91.7%","6.10","B+ (3.62)","N/A"
"Griswold, William G.","ENG 100L  - Team Engineering Laboratory    (H)","WI08","13","7","100.0%","100.0%","3.64","A (4.00)","N/A"
"Ferrante, Jeanne","ENG 100L  - Team Engineering Laboratory    (I)","WI08","9","5","100.0%","100.0%","10.50","B+ (3.33)","N/A"
"Lew, Lipton","ENG 100L  - Team Engineering Laboratory    (I)","WI08","9","8","100.0%","100.0%","7.00","B+ (3.33)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Laboratory    (L)","WI08","7","6","100.0%","100.0%","4.83","A- (3.80)","N/A"
"Mah, Silvia Armitano","ENG 100 - Principles of Team Engineering (A)","FA07","39","34","75.0%","96.9%","2.92","B+ (3.62)","B+ (3.50)"
"Mah, Silvia Armitano","ENG 100A - Principles of Team Engineering (A)","FA07","39","34","75.0%","96.9%","2.92","B+ (3.62)","B+ (3.50)"
"Palmer, Douglas Arthur","ENG 100L - Team Engineering Laboratory (B)","FA07","7","4","100.0%","100.0%","5.50","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L - Team Engineering Laboratory (D)","FA07","3","3","100.0%","100.0%","5.17","B+ (3.67)","N/A"
"Williams, Ebonee P.","ENG 100L - Team Engineering Laboratory (G)","FA07","11","3","100.0%","100.0%","3.50","A (4.00)","N/A"
