"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Giordano, Kailey Nicole","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","S122","43","39","78.4%","97.3%","9.87","B- (2.71)","B- (2.76)"
"Lyon, Antony J.","HUM 4GS - Enlightmnt,Romnt,Rev/1660-1848 (A)","S122","28","15","100.0%","100.0%","5.30","B+ (3.53)","A- (3.78)"
"Zroka, Ryan Edward","HUM 5 - Modern Culture (1848-Present) (A)","S122","36","4","100.0%","100.0%","7.00","B (3.00)","B- (2.73)"
"West, Geoffrey Scott","HUM 5 - Modern Culture (1848-Present) (B)","S122","34","10","90.0%","90.0%","6.50","B (3.10)","B- (2.87)"
"Chodorow, Stanley A.","HUM 2 - Rome,Christianity&Middle Ages (A)","SP22","121","60","50.0%","61.5%","6.88","B (3.08)","B- (2.96)"
"West, Geoffrey Scott","HUM 2 - Rome,Christianity&Middle Ages (B)","SP22","284","261","69.0%","90.6%","5.86","B (3.18)","B+ (3.32)"
"Watts, Edward J.","HUM 2 - Rome,Christianity&Middle Ages (C)","SP22","312","207","57.5%","84.9%","6.47","B (3.05)","B- (3.00)"
"Markman, Kristina","HUM 2 - Rome,Christianity&Middle Ages (D)","SP22","377","335","54.3%","91.0%","7.33","B (3.12)","B (3.13)"
"Caldwell, Michael Alan","HUM 5 - Modern Culture (1848-Present) (A)","SP22","347","159","84.0%","96.0%","5.33","B (3.15)","B- (2.92)"
"Lyon, Antony J.","HUM 5 - Modern Culture (1848-Present) (B)","SP22","369","297","74.0%","96.8%","5.18","B (3.16)","B (3.04)"
"Demetriou, Denise","HUM 1 - Foundatns/West Civ:Israel&Grce (A)","WI22","126","99","64.6%","89.6%","6.27","B- (2.98)","C+ (2.63)"
"Markman, Kristina","HUM 1 - Foundatns/West Civ:Israel&Grce (B)","WI22","347","297","64.4%","95.1%","7.47","B (3.01)","B (3.19)"
"Caldwell, Michael Alan","HUM 1 - Foundatns/West Civ:Israel&Grce (C)","WI22","250","177","79.2%","97.5%","5.21","B (3.08)","B (3.05)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (D)","WI22","379","335","69.2%","95.7%","6.41","B (3.06)","B (3.03)"
"Kontje, Todd Curtis","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","WI22","170","62","68.4%","92.9%","6.39","B (3.16)","B (3.01)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","WI22","261","132","56.5%","81.1%","5.71","B (3.05)","B (3.02)"
"West, Geoffrey Scott","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (C)","WI22","221","196","71.5%","96.4%","6.06","B (3.14)","B+ (3.34)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (A)","FA21","204","130","67.2%","93.3%","6.37","B (3.03)","B (3.16)"
"West, Geoffrey Scott","HUM 3 - Renaissance,Reform&Early Europ (B)","FA21","206","179","64.6%","86.4%","5.52","B (3.14)","B- (2.97)"
"Zavodny, Tatiana Sophia","HUM 3 - Renaissance,Reform&Early Europ (C)","FA21","158","121","74.2%","93.3%","6.06","B (3.03)","C+ (2.63)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (D)","FA21","219","149","69.4%","95.9%","6.03","B (3.20)","B (3.20)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (A)","S221","41","28","75.0%","96.4%","9.14","B (3.04)","B (3.19)"
"Caldwell, Michael Alan","HUM 3 - Renaissance,Reform&Early Europ (B)","S221","37","24","73.9%","100.0%","6.93","B (3.09)","B (3.10)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S221","39","8","87.5%","100.0%","6.00","C+ (2.63)","C+ (2.57)"
"Boettcher, Carolin","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","S221","33","23","65.2%","87.0%","9.28","B- (2.77)","B- (2.76)"
"Zroka, Ryan Edward","HUM 5 - Modern Culture (1848-Present) (A)","S221","42","10","66.7%","100.0%","7.50","B- (2.80)","B- (2.79)"
"Zavodny, Tatiana Sophia","HUM 5 - Modern Culture (1848-Present) (B)","S221","44","37","75.7%","97.2%","6.61","B (3.11)","B- (2.96)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (A)","S121","43","25","80.0%","100.0%","8.98","C+ (2.58)","B- (2.83)"
"Giordano, Kailey Nicole","HUM 3 - Renaissance,Reform&Early Europ (B)","S121","44","21","76.2%","90.5%","9.45","B (3.10)","B (3.28)"
"Tronzo, William","HUM 3GS - Renaissance,Reform&Early Europ (A)","S121","28","8","100.0%","100.0%","4.00","A (4.00)","A- (3.98)"
"Zroka, Amy Liane","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S121","43","15","61.5%","76.9%","8.04","B- (2.85)","C+ (2.32)"
"Boettcher, Carolin","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","S121","44","18","72.2%","70.6%","9.79","B- (2.94)","C+ (2.56)"
"Caldwell, Michael Alan","HUM 4GS - Enlightmnt,Romnt,Rev/1660-1848 (A)","S121","20","8","100.0%","100.0%","10.75","B (3.13)","B- (2.82)"
"Lanneau, Hannah Grace","HUM 5 - Modern Culture (1848-Present) (A)","S121","34","28","81.5%","100.0%","7.07","B- (2.71)","C+ (2.58)"
"West, Geoffrey Scott","HUM 5 - Modern Culture (1848-Present) (B)","S121","42","13","46.2%","76.9%","8.04","C+ (2.69)","C+ (2.41)"
"Watts, Edward J.","HUM 2 - Rome,Christianity&Middle Ages (A)","SP21","176","108","71.1%","90.5%","5.74","B (3.14)","B (3.15)"
"Caciola, Nancy A","HUM 2 - Rome,Christianity&Middle Ages (B)","SP21","230","144","63.0%","92.4%","7.16","B (3.04)","B- (2.99)"
"Cox, Stephen D.","HUM 2 - Rome,Christianity&Middle Ages (C)","SP21","259","214","74.9%","89.6%","6.95","B (3.18)","B (3.20)"
"Markman, Kristina","HUM 2 - Rome,Christianity&Middle Ages (F)","SP21","291","243","74.8%","96.7%","8.12","B (3.11)","B (3.01)"
"Giordano, Kailey Nicole","HUM 5 - Modern Culture (1848-Present) (A)","SP21","30","19","76.5%","88.2%","5.03","B+ (3.42)","B- (2.75)"
"Giordano, Kailey Nicole","HUM 5 - Modern Culture (1848-Present) (B)","SP21","30","17","76.5%","88.2%","5.32","B (3.10)","B- (2.71)"
"Giordano, Kailey Nicole","HUM 5 - Modern Culture (1848-Present) (C)","SP21","30","24","79.2%","87.5%","5.67","B (3.27)","B (3.22)"
"Giordano, Kailey Nicole","HUM 5 - Modern Culture (1848-Present) (D)","SP21","233","178","72.7%","92.0%","6.27","B (3.09)","B- (2.94)"
"Lyon, Antony J.","HUM 5 - Modern Culture (1848-Present) (H)","SP21","317","246","71.7%","95.1%","5.48","B (3.03)","B (3.05)"
"Caldwell, Michael Alan","HUM 5 - Modern Culture (1848-Present) (I)","SP21","177","78","84.3%","98.6%","5.78","B (3.28)","B (3.28)"
"Chodorow, Stanley A.","HUM 1 - Foundatns/West Civ:Israel&Grce (A)","WI21","23","15","61.5%","61.5%","9.21","B (3.07)","C+ (2.53)"
"Chodorow, Stanley A.","HUM 1 - Foundatns/West Civ:Israel&Grce (B)","WI21","29","10","50.0%","62.5%","8.94","B- (2.89)","C+ (2.37)"
"Chodorow, Stanley A.","HUM 1 - Foundatns/West Civ:Israel&Grce (C)","WI21","86","55","60.0%","66.0%","6.19","B- (2.76)","C+ (2.50)"
"Markman, Kristina","HUM 1 - Foundatns/West Civ:Israel&Grce (D)","WI21","45","42","66.7%","100.0%","7.21","B (3.10)","B (3.24)"
"Markman, Kristina","HUM 1 - Foundatns/West Civ:Israel&Grce (E)","WI21","45","35","74.3%","94.3%","7.93","B (3.03)","B- (2.90)"
"Markman, Kristina","HUM 1 - Foundatns/West Civ:Israel&Grce (F)","WI21","209","182","77.3%","98.3%","7.38","B (3.07)","B (3.17)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (G)","WI21","30","29","79.3%","96.6%","7.19","B+ (3.31)","B (3.28)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (H)","WI21","30","25","80.0%","88.0%","5.62","B (3.20)","B+ (3.36)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (I)","WI21","29","26","50.0%","96.2%","7.58","B- (2.80)","B+ (3.33)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (J)","WI21","208","181","69.7%","98.9%","7.17","B (3.02)","B (3.13)"
"Cox, Stephen D.","HUM 1 - Foundatns/West Civ:Israel&Grce (N)","WI21","236","210","80.0%","92.8%","7.45","B (3.18)","B (3.27)"
"Giordano, Kailey Nicole","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","WI21","29","24","91.3%","100.0%","6.58","B- (2.95)","B- (2.85)"
"Giordano, Kailey Nicole","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","WI21","29","20","85.0%","100.0%","5.50","B (3.13)","B (3.27)"
"Giordano, Kailey Nicole","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (C)","WI21","30","25","68.0%","95.8%","4.67","B (3.06)","B- (2.95)"
"Giordano, Kailey Nicole","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (D)","WI21","204","168","78.6%","97.6%","5.77","B (3.08)","B (3.11)"
"Kontje, Todd Curtis","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (E)","WI21","220","98","73.8%","91.7%","5.43","B (3.09)","B (3.13)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (F)","WI21","234","120","69.7%","95.4%","5.77","B (3.17)","B- (2.99)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (A)","FA20","327","282","72.5%","95.3%","5.68","B (3.13)","B (3.26)"
"Giordano, Kailey Nicole","HUM 3 - Renaissance,Reform&Early Europ (B)","FA20","209","152","80.5%","97.3%","5.65","B- (2.97)","C+ (2.68)"
"West, Geoffrey Scott","HUM 3 - Renaissance,Reform&Early Europ (C)","FA20","155","103","69.7%","83.7%","6.14","B- (2.99)","B- (2.70)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (D)","FA20","219","157","72.3%","89.7%","5.82","B (3.05)","B (3.07)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (A)","S220","77","25","72.0%","96.0%","8.98","B (3.12)","B (3.02)"
"Zroka, Amy Liane","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S220","74","15","80.0%","86.7%","10.63","B+ (3.47)","B- (2.84)"
"Boettcher, Carolin","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","S220","35","28","66.7%","88.9%","8.36","B (3.22)","B- (2.99)"
"Thompson, Katherine Anne Merit","HUM 5 - Modern Culture (1848-Present) (A)","S220","76","27","74.1%","100.0%","7.76","B (3.07)","C+ (2.69)"
"Caldwell, Michael Alan","HUM 5 - Modern Culture (1848-Present) (B)","S220","38","9","66.7%","88.9%","7.61","B+ (3.33)","B- (2.94)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (A)","S120","40","15","53.3%","86.7%","10.07","B (3.29)","B (3.22)"
"Giordano, Kailey Nicole","HUM 3 - Renaissance,Reform&Early Europ (B)","S120","77","65","70.8%","96.9%","8.78","B (3.16)","B (3.10)"
"Tronzo, William","HUM 3 - Renaissance,Reform&Early Europ (C)","S120","27","11","100.0%","100.0%","3.41","A- (3.82)","A (4.00)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S120","37","8","62.5%","87.5%","10.21","C (2.14)","B- (2.89)"
"Thompson, Katherine Anne Merit","HUM 5 - Modern Culture (1848-Present) (A)","S120","43","11","81.8%","100.0%","9.95","B (3.09)","B (3.07)"
"Caldwell, Michael Alan","HUM 5 - Modern Culture (1848-Present) (B)","S120","84","21","85.0%","100.0%","7.70","B (3.10)","B (3.08)"
"Caldwell, Michael Alan","HUM 2 - Rome,Christianity&Middle Ages (A)","SP20","311","171","72.9%","97.6%","6.95","B (3.12)","B+ (3.40)"
"Markman, Kristina","HUM 2 - Rome,Christianity&Middle Ages (B)","SP20","281","221","74.1%","94.1%","6.94","B (3.21)","B+ (3.39)"
"Chodorow, Stanley A.","HUM 2 - Rome,Christianity&Middle Ages (C)","SP20","119","62","54.1%","70.5%","6.43","B (3.21)","B+ (3.36)"
"Watts, Edward J.","HUM 2 - Rome,Christianity&Middle Ages (D)","SP20","189","100","67.7%","94.8%","5.71","B (3.26)","B (3.27)"
"West, Geoffrey Scott","HUM 2 - Rome,Christianity&Middle Ages (E)","SP20","189","146","72.9%","91.7%","6.00","B (3.06)","B (3.14)"
"Thompson, Katherine Anne Merit","HUM 5 - Modern Culture (1848-Present) (A)","SP20","227","91","75.3%","96.6%","6.43","B (3.14)","B (3.15)"
"Lyon, Antony J.","HUM 5 - Modern Culture (1848-Present) (B)","SP20","456","333","84.2%","97.6%","6.34","B (3.24)","B+ (3.40)"
"Cox, Stephen D.","HUM 1 - Foundatns/West Civ:Israel&Grce (A)","WI20","344","287","71.1%","93.5%","6.40","B (3.14)","B (3.14)"
"Markman, Kristina","HUM 1 - Foundatns/West Civ:Israel&Grce (B)","WI20","348","307","70.1%","94.0%","6.26","B (3.23)","B+ (3.33)"
"Demetriou, Denise","HUM 1 - Foundatns/West Civ:Israel&Grce (C)","WI20","188","111","54.1%","64.2%","5.54","B (3.01)","B- (2.99)"
"Greene, Blythe Anastasia","HUM 1 - Foundatns/West Civ:Israel&Grce (D)","WI20","191","145","51.7%","84.3%","6.19","B- (2.99)","B- (2.96)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","WI20","281","170","61.5%","85.1%","5.13","B (3.08)","B (3.05)"
"Lyon, Antony J.","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","WI20","340","260","72.0%","96.5%","5.43","B (3.08)","B- (2.88)"
"Lyon, Antony J.","HUM 119 - Special Topics in Humanities (A)","FA19","13","6","100.0%","100.0%","2.90","A- (3.80)","N/A"
"Lyon, Antony J.","HUM 3 - Renaissance,Reform&Early Europ (A)","FA19","275","229","74.0%","98.2%","5.57","B (3.08)","B (3.07)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (B)","FA19","214","174","70.9%","86.4%","5.49","B (3.14)","B (3.11)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (C)","FA19","278","243","64.8%","95.2%","4.81","B (3.09)","B (3.25)"
"Smarr, Janet L.","HUM 3 - Renaissance,Reform&Early Europ (D)","FA19","145","82","69.0%","64.7%","4.98","B (3.11)","B (3.06)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (A)","S219","43","33","78.8%","93.9%","7.95","B (3.00)","B (3.01)"
"Patterson, Patrick H.","HUM 3GS - Renaissance,Reform&Early Europ (A)","S219","21","3","100.0%","100.0%","5.50","B+ (3.50)","A- (3.96)"
"Caldwell, Michael Alan","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S219","42","11","66.7%","100.0%","4.72","B (3.11)","B- (2.89)"
"Giordano, Kailey Nicole","HUM 5 - Modern Culture (1848-Present) (A)","S219","42","34","84.4%","100.0%","7.77","B- (2.94)","B (3.20)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (A)","S119","43","34","76.5%","94.1%","8.56","B (3.03)","B (3.15)"
"Tronzo, William","HUM 3GS - Renaissance,Reform&Early Europ (A)","S119","28","16","100.0%","100.0%","3.43","A- (3.87)","A- (3.96)"
"Zroka, Amy Liane","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S119","37","8","100.0%","100.0%","8.50","B- (2.83)","C+ (2.63)"
"Parrish, Michael E.","HUM 4GS - Enlightmnt,Romnt,Rev/1660-1848 (A)","S119","28","18","100.0%","100.0%","7.72","B (3.13)","B+ (3.50)"
"Caldwell, Michael Alan","HUM 5 - Modern Culture (1848-Present) (A)","S119","36","8","100.0%","100.0%","9.36","B (3.29)","B- (2.91)"
"Thompson, Katherine Anne Merit","HUM 5 - Modern Culture (1848-Present) (B)","S119","42","41","82.9%","97.6%","7.43","B- (2.93)","B- (2.95)"
"Markman, Kristina","HUM 2 - Rome,Christianity&Middle Ages (A)","SP19","308","256","69.6%","92.7%","6.41","B (3.08)","B (3.04)"
"Smarr, Janet L.","HUM 2 - Rome,Christianity&Middle Ages (B)","SP19","128","81","57.5%","71.6%","5.63","B (3.05)","B- (2.73)"
"Chodorow, Stanley A.","HUM 2 - Rome,Christianity&Middle Ages (C)","SP19","128","110","59.4%","73.3%","6.16","B (3.11)","B- (2.82)"
"Watts, Edward J.","HUM 2 - Rome,Christianity&Middle Ages (D)","SP19","192","137","67.7%","92.8%","6.33","B (3.05)","B- (2.97)"
"Lerer, Seth","HUM 2 - Rome,Christianity&Middle Ages (E)","SP19","321","247","74.8%","96.1%","5.04","B (3.12)","B- (2.97)"
"Lyon, Antony J.","HUM 5 - Modern Culture (1848-Present) (B)","SP19","300","236","71.1%","94.3%","5.65","B- (2.93)","B- (2.84)"
"Markman, Kristina","HUM 1 - Foundatns/West Civ:Israel&Grce (A)","WI19","190","167","69.9%","93.0%","6.32","B- (2.98)","B (3.03)"
"Cox, Stephen D.","HUM 1 - Foundatns/West Civ:Israel&Grce (B)","WI19","286","242","81.8%","94.5%","7.46","B (3.13)","B (3.14)"
"Johnson, Monte","HUM 1 - Foundatns/West Civ:Israel&Grce (C)","WI19","122","80","72.6%","91.2%","5.90","B (3.03)","B (3.02)"
"Demetriou, Denise","HUM 1 - Foundatns/West Civ:Israel&Grce (D)","WI19","141","124","65.0%","82.0%","6.04","B (3.02)","B (3.01)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (E)","WI19","302","268","78.3%","98.0%","6.37","B- (2.96)","B (3.10)"
"Zroka, Amy Liane","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","WI19","168","123","71.2%","88.0%","5.09","B (3.08)","B- (2.91)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","WI19","199","166","69.2%","87.3%","4.33","B (3.09)","B (3.02)"
"Kontje, Todd Curtis","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (C)","WI19","118","77","56.1%","84.1%","5.19","B (3.00)","B- (2.82)"
"Lyon, Antony J.","HUM 3 - Renaissance,Reform&Early Europ (A)","FA18","267","213","76.4%","95.8%","5.94","B (3.05)","B (3.02)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (B)","FA18","217","169","73.0%","86.3%","5.65","B (3.15)","B (3.15)"
"Markman, Kristina","HUM 3 - Renaissance,Reform&Early Europ (C)","FA18","156","133","69.4%","94.3%","4.71","B- (2.91)","B (3.02)"
"Henderson, David Kenneth","HUM 3 - Renaissance,Reform&Early Europ (D)","FA18","130","104","52.9%","92.0%","4.73","B- (2.99)","B- (2.98)"
"Caldwell, Michael Alan","HUM 3 - Renaissance,Reform&Early Europ (A)","S218","40","19","68.8%","100.0%","10.75","B (3.06)","B (3.28)"
"Patterson, Patrick H.","HUM 3GS - Renaissance,Reform&Early Europ (A)","S218","18","17","75.0%","100.0%","7.50","A- (3.80)","N/A"
"Lyon, Antony J.","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S218","40","34","84.8%","100.0%","9.21","B (3.00)","B (3.27)"
"Zroka, Amy Liane","HUM 5 - Modern Culture (1848-Present) (A)","S218","44","18","68.8%","75.0%","8.13","B (3.19)","B- (2.87)"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (A)","S118","42","36","88.9%","94.4%","8.72","B (3.17)","B (3.24)"
"Herbst, Matthew","HUM 3GS - Renaissance,Reform&Early Europ (A)","S118","28","23","100.0%","100.0%","8.41","B+ (3.68)","B+ (3.60)"
"Caldwell, Michael Alan","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S118","47","12","75.0%","91.7%","8.00","B- (2.92)","B- (2.87)"
"Parrish, Michael E.","HUM 4GS - Enlightmnt,Romnt,Rev/1660-1848 (A)","S118","25","11","100.0%","100.0%","10.70","B+ (3.30)","B+ (3.32)"
"Cassedy, Steven Dennis","HUM 5 - Modern Culture (1848-Present) (A)","S118","50","13","63.6%","70.0%","5.95","B- (2.82)","N/A"
"Henderson, David Kenneth","HUM 5 - Modern Culture (1848-Present) (A)","S118","50","13","63.6%","75.0%","5.95","B- (2.82)","B (3.08)"
"Caciola, Nancy A","HUM 2 - Rome,Christianity&Middle Ages (A)","SP18","268","165","63.3%","94.8%","5.99","B (3.11)","B (3.10)"
"Smarr, Janet L.","HUM 2 - Rome,Christianity&Middle Ages (B)","SP18","123","55","52.0%","70.8%","6.14","B (3.02)","B- (2.91)"
"Lyon, Antony J.","HUM 2 - Rome,Christianity&Middle Ages (C)","SP18","299","236","72.4%","94.4%","7.00","B- (2.98)","B (3.03)"
"Watts, Edward J.","HUM 2 - Rome,Christianity&Middle Ages (D)","SP18","155","105","64.9%","95.7%","6.83","B (3.03)","B (3.09)"
"Chodorow, Stanley A.","HUM 2 - Rome,Christianity&Middle Ages (E)","SP18","95","50","56.8%","79.1%","6.10","B (3.04)","B (3.05)"
"O'Brien, William Arctander","HUM 5 - Modern Culture (1848-Present) (B)","SP18","232","115","79.8%","88.8%","4.69","B (3.11)","B (3.11)"
"Cassedy, Steven Dennis","HUM 5 - Modern Culture (1848-Present) (C)","SP18","230","106","59.2%","81.3%","4.70","B- (2.96)","B (3.07)"
"Chodorow, Stanley A.","HUM 1 - Foundatns/West Civ:Israel&Grce (A)","WI18","126","101","71.4%","79.6%","6.56","B (3.03)","B (3.04)"
"Cox, Stephen D.","HUM 1 - Foundatns/West Civ:Israel&Grce (B)","WI18","301","255","80.2%","93.6%","7.09","B (3.15)","B (3.13)"
"Johnson, Monte","HUM 1 - Foundatns/West Civ:Israel&Grce (C)","WI18","188","116","48.6%","69.6%","7.55","B- (2.80)","B- (2.88)"
"Lyon, Antony J.","HUM 1 - Foundatns/West Civ:Israel&Grce (D)","WI18","318","285","74.1%","97.8%","6.89","B- (2.90)","B- (2.97)"
"Zroka, Amy Liane","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","WI18","166","118","70.0%","87.9%","5.16","B (3.02)","B- (2.93)"
"Watkins, Eric","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (B)","WI18","224","112","67.0%","93.7%","5.65","B (3.02)","B (3.10)"
"Lyon, Antony J.","HUM 3 - Renaissance,Reform&Early Europ (A)","FA17","338","270","70.2%","98.1%","5.65","B- (2.94)","B- (2.84)"
"Zroka, Amy Liane","HUM 3 - Renaissance,Reform&Early Europ (B)","FA17","233","183","51.7%","62.1%","4.81","B- (2.99)","B- (2.88)"
"Solomon, Amanda Lee Albaniel","HUM 3 - Renaissance,Reform&Early Europ (A)","S217","35","35","74.3%","100.0%","6.96","B (3.00)","B- (2.89)"
"Caldwell, Michael Alan","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S217","39","13","91.7%","91.7%","8.00","B (3.08)","N/A"
"Henderson, David Kenneth","HUM 5 - Modern Culture (1848-Present) (A)","S217","33","25","88.0%","92.0%","6.98","B- (2.91)","N/A"
"Patterson, Patrick H.","HUM 3 - Renaissance,Reform&Early Europ (A)","S117","38","35","88.6%","100.0%","9.21","B (3.06)","B (3.10)"
"Jed, Stephanie H","HUM 3GS - Renaissance,Reform&Early Europ (A)","S117","27","11","100.0%","100.0%","5.90","A (4.00)","A (4.00)"
"Caldwell, Michael Alan","HUM 4 - Enlightmnt,Romnt,Rev/1660-1848 (A)","S117","43","33","95.8%","100.0%","6.18","B (3.26)","B+ (3.40)"
"Parrish, Michael E.","HUM 4GS - Enlightmnt,Romnt,Rev/1660-1848 (A)","S117","25","3","100.0%","66.7%","9.83","B+ (3.67)","B+ (3.42)"
"Zroka, Amy Liane","HUM 5 - Modern Culture (1848-Present) (A)","S117","42","16","81.8%","90.0%","6.68","B- (2.83)","B- (2.95)"
"Caciola, Nancy A","HUM 2 - Rome,Christianity&Middle Ages (A)","SP17","246","141","64.2%","91.9%","6.13","B- (2.99)","B (3.02)"
"Smarr, Janet L.","HUM 2 - Rome,Christianity&Middle Ages (B)","SP17","110","77","58.0%","68.1%","5.03","B (3.03)","B- (2.91)"
"Lerer, Seth","HUM 2 - Rome,Christianity&Middle Ages (C)","SP17","291","142","75.4%","97.7%","5.96","B (3.09)","B- (2.96)"
"Watts, Edward J.","HUM 2 - Rome,Christianity&Middle Ages (D)","SP17","153","96","77.5%","97.8%","6.34","B (3.20)","B (3.21)"
"Chodorow, Stanley A.","HUM 2 - Rome,Christianity&Middle Ages (E)","SP17","120","64","58.0%","74.0%","6.66","B- (2.88)","B- (2.76)"
"O'Brien, William Arctander","HUM 5 - Modern Culture (1848-Present) (B)","SP17","145","74","76.6%","92.2%","4.75","B- (2.90)","B- (2.97)"
"Lyon, Antony J.","HUM 5 - Modern Culture (1848-Present) (C)","SP17","207","173","78.1%","97.6%","6.19","B (3.06)","B- (2.97)"
